field	covariate
anthropology	4.264619844353817
archaeology	4.679634514015578
art history	3.213258182894205
astronomy	4.306715416060934
biochemistry	4.107625445307335
chemistry	4.566249522180039
classics	4.21198451774783
communications	4.593221482378314
comparative literature	3.6653789041332066
computer science	4.256517461426522
earth sciences	2.480001543658996
economics	4.946503854464171
education	4.202135889825868
engineering	4.49941235945342
english literature	4.304248655532608
evolutionary biology	4.914575544350979
history	4.109315811961039
linguistics	2.476100205498434
mathematics	4.959855059748566
middle eastern studies	4.4972846091256535
molecular biology	4.226226002417068
music	3.4614749811222065
neuroscience	3.941802442835877
philosophy	4.7867692467053695
physics	2.5870449203679047
political science	2.7097000785257706
psychology	4.214926458045656
sociology	4.927837103340805
spanish literature	4.0916426094373275
statistics	2.4299564717334485
