field	covariate
anthropology	3.3634515338340476
archaeology	4.103194306676751
art history	3.5319323445378203
astronomy	2.0725993009316133
biochemistry	3.3013855816962647
chemistry	4.7580691407598525
classics	2.9612718552976878
communications	4.232783073099432
comparative literature	2.2703175485432983
computer science	3.8179563317156404
earth sciences	3.3210914461363013
economics	3.551203204238378
education	2.9375624427136655
engineering	3.8405307831628113
english literature	4.926294333983955
evolutionary biology	2.171049451646959
history	2.4420251468528935
linguistics	3.0458851353254586
mathematics	2.661653612127825
middle eastern studies	3.466079621675126
molecular biology	3.2125072641894725
music	2.8420005531739942
neuroscience	2.636513355977828
philosophy	4.399773982016358
physics	4.524338298624328
political science	2.7641027143345003
psychology	3.685160563704379
sociology	4.681448451982728
spanish literature	2.2682670276098653
statistics	3.7357704564776695
