field	covariate
anthropology	4.106787312732827
archaeology	4.897291460086507
art history	3.721746813279427
astronomy	4.397149686049226
biochemistry	2.558189208719927
chemistry	3.53983470329795
classics	4.980256671292892
communications	2.4585613821402377
comparative literature	4.975109436111612
computer science	4.018055788767135
earth sciences	3.6529302208448673
economics	3.585508943204803
education	4.483905300768434
engineering	4.016958707498903
english literature	2.338892438506712
evolutionary biology	4.966456826392471
history	2.8355257719184364
linguistics	4.690747529492898
mathematics	3.008060956165465
middle eastern studies	3.7771577524140776
molecular biology	4.48356213895865
music	2.6544710782709595
neuroscience	2.7819316876183198
philosophy	3.848746034244749
physics	2.9664828290745673
political science	4.877250381065263
psychology	3.1111323055515063
sociology	3.488441442923978
spanish literature	3.9522879943523117
statistics	2.1138498172549083
