field	covariate
anthropology	2.2733511199444614
archaeology	2.343506708756668
art history	3.4636183805754213
astronomy	3.7181563797349577
biochemistry	2.9152676156646393
chemistry	4.6255976069875935
classics	2.9435925971974957
communications	4.614012390551464
comparative literature	3.3854053735904306
computer science	3.0104298376797343
earth sciences	3.689671119614025
economics	4.018727758706227
education	4.146816143863472
engineering	3.0984779662509307
english literature	4.012125019703538
evolutionary biology	3.3937460817148146
history	2.8208907059288792
linguistics	4.114249911211245
mathematics	4.857965976925017
middle eastern studies	2.54725622359675
molecular biology	3.476872303288374
music	3.2114054277617
neuroscience	4.88781542580217
philosophy	4.4962409893277435
physics	2.770696138107254
political science	3.4574774353898987
psychology	2.9670839901855874
sociology	4.233673264403722
spanish literature	4.399108211986376
statistics	4.499219571538957
