field	covariate
anthropology	3.384993440462985
archaeology	3.079111611202607
art history	3.630554499804404
astronomy	2.5129447715511635
biochemistry	3.473686556722188
chemistry	2.8880857478240527
classics	4.966219417759575
communications	2.958943808336948
comparative literature	4.246629288204965
computer science	3.007625860144686
earth sciences	3.3414853247739376
economics	4.293602322204554
education	4.486215209658306
engineering	4.417226989995733
english literature	2.524311373325746
evolutionary biology	3.7496708473777223
history	3.118124461004679
linguistics	3.7621550730738615
mathematics	3.41942996459399
middle eastern studies	2.932543140393565
molecular biology	2.979432949456175
music	2.309702316945682
neuroscience	3.093885517643028
philosophy	3.3408294354178465
physics	4.636223226371888
political science	4.733924327378604
psychology	4.762843773879786
sociology	3.656952265561007
spanish literature	4.901162578260211
statistics	4.613012425593318
