from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	0	1
anthropology	archaeology	0	1
anthropology	art history	247	437
anthropology	astronomy	2	14
anthropology	biochemistry	92	14
anthropology	chemistry	16	0
anthropology	classics	6	11
anthropology	communications	1	9
anthropology	comparative literature	0	1
anthropology	computer science	8	41
anthropology	earth sciences	0	2
anthropology	economics	2	36
anthropology	education	0	2
anthropology	engineering	6	8
anthropology	english literature	27	192
anthropology	evolutionary biology	0	1
anthropology	history	34	50
anthropology	linguistics	7	40
anthropology	mathematics	37	61
anthropology	middle eastern studies	1	2
anthropology	molecular biology	0	0
anthropology	music	1	31
anthropology	neuroscience	34	10
anthropology	philosophy	3	15
anthropology	physics	2	35
anthropology	political science	1	8
anthropology	psychology	0	1
anthropology	sociology	0	3
anthropology	spanish literature	2	3
anthropology	statistics	0	3
archaeology	anthropology	9	1
archaeology	archaeology	192	10
archaeology	art history	25	1
archaeology	astronomy	36	14
archaeology	biochemistry	69	5
archaeology	chemistry	180	0
archaeology	classics	17	0
archaeology	communications	179	11
archaeology	comparative literature	13	2
archaeology	computer science	20	3
archaeology	earth sciences	19	1
archaeology	economics	8	0
archaeology	education	2	0
archaeology	engineering	2	0
archaeology	english literature	104	3
archaeology	evolutionary biology	5	0
archaeology	history	155	30
archaeology	linguistics	32	2
archaeology	mathematics	4	1
archaeology	middle eastern studies	69	11
archaeology	molecular biology	9	8
archaeology	music	10	2
archaeology	neuroscience	9	0
archaeology	philosophy	24	0
archaeology	physics	4	1
archaeology	political science	28	0
archaeology	psychology	22	2
archaeology	sociology	9	0
archaeology	spanish literature	75	8
archaeology	statistics	1	1
art history	anthropology	5	6
art history	archaeology	40	438
art history	art history	13	37
art history	astronomy	5	104
art history	biochemistry	155	197
art history	chemistry	175	224
art history	classics	24	82
art history	communications	38	58
art history	comparative literature	72	211
art history	computer science	31	196
art history	earth sciences	10	102
art history	economics	20	51
art history	education	1	10
art history	engineering	11	72
art history	english literature	25	81
art history	evolutionary biology	98	73
art history	history	101	201
art history	linguistics	51	74
art history	mathematics	63	133
art history	middle eastern studies	61	154
art history	molecular biology	9	166
art history	music	0	44
art history	neuroscience	25	31
art history	philosophy	0	12
art history	physics	7	96
art history	political science	20	223
art history	psychology	16	186
art history	sociology	6	124
art history	spanish literature	58	250
art history	statistics	6	40
astronomy	anthropology	21	2
astronomy	archaeology	4	1
astronomy	art history	9	2
astronomy	astronomy	3	8
astronomy	biochemistry	86	46
astronomy	chemistry	117	52
astronomy	classics	88	9
astronomy	communications	20	0
astronomy	comparative literature	1	2
astronomy	computer science	0	0
astronomy	earth sciences	0	1
astronomy	economics	35	2
astronomy	education	38	1
astronomy	engineering	20	2
astronomy	english literature	563	46
astronomy	evolutionary biology	12	8
astronomy	history	371	4
astronomy	linguistics	6	1
astronomy	mathematics	0	0
astronomy	middle eastern studies	20	2
astronomy	molecular biology	25	4
astronomy	music	2	1
astronomy	neuroscience	15	3
astronomy	philosophy	0	0
astronomy	physics	4	2
astronomy	political science	2	2
astronomy	psychology	137	8
astronomy	sociology	8	4
astronomy	spanish literature	14	0
astronomy	statistics	4	1
biochemistry	anthropology	216	452
biochemistry	archaeology	10	68
biochemistry	art history	19	6
biochemistry	astronomy	15	50
biochemistry	biochemistry	38	89
biochemistry	chemistry	177	403
biochemistry	classics	34	5
biochemistry	communications	28	38
biochemistry	comparative literature	18	42
biochemistry	computer science	55	34
biochemistry	earth sciences	0	28
biochemistry	economics	19	32
biochemistry	education	13	53
biochemistry	engineering	12	24
biochemistry	english literature	14	4
biochemistry	evolutionary biology	8	43
biochemistry	history	100	103
biochemistry	linguistics	14	29
biochemistry	mathematics	17	35
biochemistry	middle eastern studies	180	124
biochemistry	molecular biology	2	2
biochemistry	music	20	197
biochemistry	neuroscience	77	75
biochemistry	philosophy	4	33
biochemistry	physics	79	82
biochemistry	political science	9	77
biochemistry	psychology	45	51
biochemistry	sociology	58	174
biochemistry	spanish literature	108	52
biochemistry	statistics	2	1
chemistry	anthropology	59	95
chemistry	archaeology	13	166
chemistry	art history	15	6
chemistry	astronomy	11	145
chemistry	biochemistry	114	84
chemistry	chemistry	6	10
chemistry	classics	17	89
chemistry	communications	1	6
chemistry	comparative literature	44	214
chemistry	computer science	67	36
chemistry	earth sciences	1	13
chemistry	economics	58	156
chemistry	education	11	40
chemistry	engineering	20	36
chemistry	english literature	80	23
chemistry	evolutionary biology	19	226
chemistry	history	305	239
chemistry	linguistics	1	12
chemistry	mathematics	75	50
chemistry	middle eastern studies	48	32
chemistry	molecular biology	21	87
chemistry	music	14	53
chemistry	neuroscience	1	3
chemistry	philosophy	62	169
chemistry	physics	6	8
chemistry	political science	13	53
chemistry	psychology	2	33
chemistry	sociology	7	81
chemistry	spanish literature	191	431
chemistry	statistics	73	437
classics	anthropology	3	5
classics	archaeology	0	0
classics	art history	12	4
classics	astronomy	0	9
classics	biochemistry	41	92
classics	chemistry	26	28
classics	classics	2	13
classics	communications	10	18
classics	comparative literature	8	14
classics	computer science	9	14
classics	earth sciences	7	19
classics	economics	12	38
classics	education	0	0
classics	engineering	0	0
classics	english literature	21	216
classics	evolutionary biology	5	135
classics	history	92	63
classics	linguistics	1	6
classics	mathematics	32	9
classics	middle eastern studies	0	0
classics	molecular biology	2	2
classics	music	2	19
classics	neuroscience	8	15
classics	philosophy	0	1
classics	physics	1	66
classics	political science	3	7
classics	psychology	8	26
classics	sociology	0	2
classics	spanish literature	8	18
classics	statistics	0	10
communications	anthropology	8	74
communications	archaeology	1	7
communications	art history	30	97
communications	astronomy	0	29
communications	biochemistry	0	9
communications	chemistry	0	0
communications	classics	17	392
communications	communications	2	5
communications	comparative literature	18	108
communications	computer science	20	97
communications	earth sciences	0	50
communications	economics	90	876
communications	education	8	278
communications	engineering	11	164
communications	english literature	112	226
communications	evolutionary biology	8	102
communications	history	5	16
communications	linguistics	4	78
communications	mathematics	13	138
communications	middle eastern studies	4	52
communications	molecular biology	15	137
communications	music	7	75
communications	neuroscience	6	103
communications	philosophy	5	180
communications	physics	8	410
communications	political science	2	80
communications	psychology	6	40
communications	sociology	16	2
communications	spanish literature	18	125
communications	statistics	11	89
comparative literature	anthropology	0	1
comparative literature	archaeology	0	0
comparative literature	art history	414	100
comparative literature	astronomy	8	62
comparative literature	biochemistry	155	38
comparative literature	chemistry	48	0
comparative literature	classics	9	0
comparative literature	communications	14	0
comparative literature	comparative literature	18	1
comparative literature	computer science	2	2
comparative literature	earth sciences	0	1
comparative literature	economics	21	8
comparative literature	education	24	1
comparative literature	engineering	10	7
comparative literature	english literature	79	11
comparative literature	evolutionary biology	66	8
comparative literature	history	37	6
comparative literature	linguistics	4	2
comparative literature	mathematics	5	4
comparative literature	middle eastern studies	159	19
comparative literature	molecular biology	7	4
comparative literature	music	2	7
comparative literature	neuroscience	19	4
comparative literature	philosophy	1	2
comparative literature	physics	4	7
comparative literature	political science	13	4
