field	covariate
anthropology	2.0493325728198863
archaeology	4.947214187306838
art history	3.3923461215463364
astronomy	4.149330579019818
biochemistry	2.8710483920065064
chemistry	2.389680012125881
classics	3.6639626729428323
communications	4.88506732123083
comparative literature	3.0645383795521735
computer science	3.7757533610650897
earth sciences	2.5841088220689454
economics	4.6588459879478785
education	4.735799877360018
engineering	3.645168350829323
english literature	2.478003649230116
evolutionary biology	3.567476756500258
history	4.771695046482599
linguistics	2.3693969877783982
mathematics	4.381725135379964
middle eastern studies	2.200396809774719
molecular biology	3.459095144069043
music	3.665293990181403
neuroscience	3.0361940612758267
philosophy	2.1211176930776947
physics	2.090352796691531
political science	3.8643207719246027
psychology	4.703572721698557
sociology	2.2450882978981603
spanish literature	2.734033346600472
statistics	4.485143335808687
