field	covariate
anthropology	4.577897571389764
archaeology	4.254916297952855
art history	2.2789672527880764
astronomy	3.3874933824069045
biochemistry	2.395094160662219
chemistry	4.162760219171779
classics	2.8202154067440093
communications	2.6733307712129903
comparative literature	4.90145492963407
computer science	4.060588687469721
earth sciences	3.8834982919165126
economics	4.760840283939778
education	3.58856183786656
engineering	4.380696764597232
english literature	4.3436505011999476
evolutionary biology	4.209355368254952
history	2.008352277277787
linguistics	4.395142468591138
mathematics	3.775800454218353
middle eastern studies	3.0145560334322807
molecular biology	3.725992892367846
music	2.252777406519583
neuroscience	4.714518971837538
philosophy	4.623379495404222
physics	3.5679314733875422
political science	3.6297160368820927
psychology	3.2726142351321945
sociology	3.4197392799830126
spanish literature	2.6150313430137384
statistics	2.7156277865812712
