field	covariate
anthropology	3.7687383010863016
archaeology	2.4081857847469412
art history	2.095727400818795
astronomy	3.8254243344545005
biochemistry	4.5235602624375915
chemistry	4.115683879206735
classics	2.5122478944300237
communications	3.454136757120686
comparative literature	2.9943083100521477
computer science	4.2174161668326295
earth sciences	4.403339134901089
economics	2.692993801379161
education	4.292901907090009
engineering	2.1868091120965314
english literature	3.5566933850399525
evolutionary biology	3.096555771414999
history	2.4797406588888284
linguistics	2.8262062564420303
mathematics	2.642048625098889
middle eastern studies	3.9900663371714886
molecular biology	4.077570000775049
music	3.288082296174543
neuroscience	4.844137691322157
philosophy	4.460295500816459
physics	2.5841559176130917
political science	2.265786107941716
psychology	4.240659997031274
sociology	2.3166466993474932
spanish literature	4.695010797562166
statistics	4.734533689601136
