field	covariate
anthropology	3.3448131459231796
archaeology	3.8504744150901447
art history	2.8805841903176876
astronomy	4.657308218870565
biochemistry	4.507898670558443
chemistry	3.0106935342432313
classics	3.071183178225553
communications	4.519352166601106
comparative literature	2.950791018750906
computer science	3.673925006072808
earth sciences	4.5730115064410235
economics	2.2232215574531464
education	3.4056864847263166
engineering	2.768121432319391
english literature	3.2931459161620005
evolutionary biology	4.479574668424378
history	2.382026839585057
linguistics	4.350064296079806
mathematics	3.34041933006059
middle eastern studies	3.6972400954629534
molecular biology	4.062339338597052
music	4.447288856664662
neuroscience	2.607198168484456
philosophy	4.690032479271039
physics	2.584541246504281
political science	4.730862801378027
psychology	3.343670836557921
sociology	2.0966855937230897
spanish literature	2.8298901126105895
statistics	2.338034006336102
