field	covariate
anthropology	4.158241229613079
archaeology	3.8814137429629976
art history	3.5637234887355334
astronomy	3.859753033975483
biochemistry	2.5979425283160857
chemistry	4.943525347803717
classics	3.1001004007403807
communications	4.336535521026016
comparative literature	3.334214036641857
computer science	2.9703451622280546
earth sciences	2.1486595852201633
economics	3.4424646719843466
education	2.847807651560129
engineering	2.289270758568844
english literature	2.1060674058166824
evolutionary biology	2.210963043380964
history	3.848315307153506
linguistics	2.892251993902662
mathematics	3.141155291852873
middle eastern studies	4.059271603760082
molecular biology	3.6862720372109345
music	4.00370384113751
neuroscience	3.8614087089943046
philosophy	3.6802382128702673
physics	4.149878299470699
political science	2.5699403487099177
psychology	4.16621951440005
sociology	2.9198890938407125
spanish literature	3.3305834441093527
statistics	3.898922728332966
