from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	21	27
anthropology	archaeology	26	10
anthropology	art history	5	3
anthropology	astronomy	6	1
anthropology	biochemistry	2	0
anthropology	chemistry	66	34
anthropology	classics	3	5
anthropology	communications	65	11
anthropology	comparative literature	30	28
anthropology	computer science	37	12
anthropology	earth sciences	47	21
anthropology	economics	72	21
anthropology	education	252	57
anthropology	engineering	14	5
anthropology	english literature	65	15
anthropology	evolutionary biology	81	13
anthropology	history	82	15
anthropology	linguistics	77	28
anthropology	mathematics	140	32
anthropology	middle eastern studies	110	22
anthropology	molecular biology	44	67
anthropology	music	112	242
anthropology	neuroscience	95	77
anthropology	philosophy	6	0
anthropology	physics	40	52
anthropology	political science	73	18
anthropology	psychology	49	13
anthropology	sociology	110	103
anthropology	spanish literature	67	49
anthropology	statistics	25	30
archaeology	anthropology	23	11
archaeology	archaeology	31	5
archaeology	art history	77	21
archaeology	astronomy	122	4
archaeology	biochemistry	106	26
archaeology	chemistry	58	10
archaeology	classics	3	2
archaeology	communications	53	2
archaeology	comparative literature	18	12
archaeology	computer science	76	7
archaeology	earth sciences	218	27
archaeology	economics	45	5
archaeology	education	20	1
archaeology	engineering	14	0
archaeology	english literature	54	6
archaeology	evolutionary biology	97	1
archaeology	history	103	1
archaeology	linguistics	41	6
archaeology	mathematics	0	0
archaeology	middle eastern studies	18	3
archaeology	molecular biology	10	16
archaeology	music	26	19
archaeology	neuroscience	46	12
archaeology	philosophy	34	4
archaeology	physics	20	5
archaeology	political science	90	2
archaeology	psychology	22	1
archaeology	sociology	78	17
archaeology	spanish literature	560	101
archaeology	statistics	64	44
art history	anthropology	32	45
art history	archaeology	45	43
art history	art history	113	101
art history	astronomy	109	34
art history	biochemistry	123	111
art history	chemistry	117	104
art history	classics	7	27
art history	communications	14	2
art history	comparative literature	47	82
art history	computer science	8	4
art history	earth sciences	71	52
art history	economics	57	18
art history	education	63	25
art history	engineering	126	49
art history	english literature	137	43
art history	evolutionary biology	138	25
art history	history	10	0
art history	linguistics	24	16
art history	mathematics	181	50
art history	middle eastern studies	40	17
art history	molecular biology	11	38
art history	music	19	36
art history	neuroscience	42	48
art history	philosophy	64	24
art history	physics	11	13
art history	political science	22	10
art history	psychology	70	18
art history	sociology	19	13
art history	spanish literature	19	14
art history	statistics	32	91
astronomy	anthropology	3	10
astronomy	archaeology	155	207
astronomy	art history	10	6
astronomy	astronomy	35	9
astronomy	biochemistry	44	48
astronomy	chemistry	16	21
astronomy	classics	17	76
astronomy	communications	42	13
astronomy	comparative literature	17	44
astronomy	computer science	41	30
astronomy	earth sciences	48	34
astronomy	economics	27	19
astronomy	education	110	52
astronomy	engineering	122	54
astronomy	english literature	59	40
astronomy	evolutionary biology	39	9
astronomy	history	68	15
astronomy	linguistics	60	47
astronomy	mathematics	23	8
astronomy	middle eastern studies	62	42
astronomy	molecular biology	10	31
astronomy	music	11	45
astronomy	neuroscience	6	10
astronomy	philosophy	66	36
astronomy	physics	104	184
astronomy	political science	44	16
astronomy	psychology	4	1
astronomy	sociology	13	31
astronomy	spanish literature	21	22
astronomy	statistics	68	204
biochemistry	anthropology	79	187
biochemistry	archaeology	78	69
biochemistry	art history	116	100
biochemistry	astronomy	25	6
biochemistry	biochemistry	21	20
biochemistry	chemistry	46	35
biochemistry	classics	24	71
biochemistry	communications	92	13
biochemistry	comparative literature	55	96
biochemistry	computer science	612	218
