field	covariate
anthropology	2.6121511659305696
archaeology	2.918881943900459
art history	4.131513727459415
astronomy	2.2626138700965432
biochemistry	2.560931949451523
chemistry	2.6060624043418734
classics	3.7290704512324657
communications	4.006334758543084
comparative literature	2.083384784763759
computer science	3.462542371913668
earth sciences	2.697013737150753
economics	2.315551687290953
education	2.849194277880649
engineering	2.3607980895026355
english literature	3.1477128234377054
evolutionary biology	3.3582794659167368
history	4.890158659248703
linguistics	3.454620190388452
mathematics	4.303469214713909
middle eastern studies	3.474266001198184
molecular biology	3.8095687614911227
music	4.9911373880352485
neuroscience	3.8526333245313062
philosophy	2.5140055222056485
physics	3.4340942611146668
political science	2.6584517595285844
psychology	3.601546779918273
sociology	2.131442710469892
spanish literature	3.8715258584591696
statistics	2.14304266867499
