field	covariate
anthropology	4.158515886465599
archaeology	4.016204838353495
art history	3.8412623588905057
astronomy	3.4118071952877056
biochemistry	3.1783825878464067
chemistry	3.953729400127778
classics	4.490534282834448
communications	2.3584146066478255
comparative literature	2.9201643412653735
computer science	2.443281228217
earth sciences	3.452269931463036
economics	2.0476041592082463
education	3.261968543061054
engineering	4.715803766551867
english literature	2.672773827047822
evolutionary biology	2.43414177613425
history	4.494946742040457
linguistics	4.505338170264077
mathematics	3.4816769609981453
middle eastern studies	3.388222903463336
molecular biology	4.577285151912292
music	3.3477963868902565
neuroscience	2.6293713591171106
philosophy	2.316364531756413
physics	4.252837480083974
political science	2.599439206358869
psychology	4.057314004362928
sociology	2.742286599047277
spanish literature	2.662567478297242
statistics	2.8122987848279006
