field	covariate
anthropology	2.938731182454727
archaeology	2.3916908311146354
art history	2.988664172765505
astronomy	4.615109575989484
biochemistry	3.493073792445635
chemistry	4.292353200502033
classics	4.419256132284984
communications	4.262549593272535
comparative literature	2.0997374699802807
computer science	4.531796013505863
earth sciences	3.2072746359490916
economics	4.516664615361552
education	4.575053769840354
engineering	2.39570603455227
english literature	2.3207848610385833
evolutionary biology	4.325415824953017
history	4.774765567105986
linguistics	3.5224751239424945
mathematics	2.8098452903570803
middle eastern studies	3.45088626808196
molecular biology	2.54482557695107
music	3.508278894307981
neuroscience	3.7679255693277014
philosophy	4.9581469414798285
physics	4.670104921563656
political science	3.5900736840539738
psychology	3.7615218436472473
sociology	2.9472682366481973
spanish literature	2.3926194053904717
statistics	2.001060280012455
