field	covariate
anthropology	3.743966898949559
archaeology	3.707112007394793
art history	4.4759438845907935
astronomy	4.197276370023398
biochemistry	4.620885431115861
chemistry	4.867096200812552
classics	2.255615959766313
communications	2.2849016684447103
comparative literature	4.025351923118259
computer science	4.271091136847261
earth sciences	3.773008084723924
economics	2.6036722319401955
education	4.021350156115781
engineering	2.449020255078729
english literature	2.375420363604468
evolutionary biology	2.992749560304313
history	4.717589960278868
linguistics	2.0209175368541326
mathematics	2.7550325114874807
middle eastern studies	3.9267737846982724
molecular biology	3.906165878872789
music	2.7413750100744263
neuroscience	2.591562723133016
philosophy	4.144171572303205
physics	4.558928842297627
political science	2.8460407699767103
psychology	4.357351931769481
sociology	2.088093999167559
spanish literature	3.5588214975813286
statistics	2.410574125811794
