field	covariate
anthropology	3.363751335876879
archaeology	2.0123669581995127
art history	2.3696686805505243
astronomy	2.1094252465579926
biochemistry	3.696226625718769
chemistry	3.8183752270862463
classics	2.641146570842592
communications	4.205916339000632
comparative literature	4.350234836358912
computer science	2.23335061176471
earth sciences	4.536328328113851
economics	2.073828338110623
education	3.5691872303107193
engineering	3.4568943711344025
english literature	4.548953790752121
evolutionary biology	3.3942111521005915
history	3.7835756305393518
linguistics	4.4960517322080715
mathematics	2.043044016981818
middle eastern studies	2.955453712269413
molecular biology	4.40086539526758
music	4.7690832398649645
neuroscience	2.171820656904532
philosophy	2.3114133991606667
physics	2.465831598024588
political science	2.262739937606252
psychology	3.5495402015480466
sociology	2.5039832415570356
spanish literature	3.450202006075896
statistics	2.1379672823602283
