field	covariate
anthropology	3.3410978789513743
archaeology	3.636935641885004
art history	3.4057842704441894
astronomy	3.5648344829973153
biochemistry	3.7996821734363864
chemistry	2.9495263835997
classics	4.88599100784206
communications	4.76710621217604
comparative literature	2.3597178871184337
computer science	4.214459938696201
earth sciences	3.335070355981248
economics	3.9588963118114098
education	3.0736770459336356
engineering	2.663955472868551
english literature	4.501873397880463
evolutionary biology	2.4122765956099856
history	3.5546192786744513
linguistics	4.2477969689224295
mathematics	2.2786159840957385
middle eastern studies	4.083150873750245
molecular biology	3.925218366953208
music	3.0322404753659864
neuroscience	3.633355186107434
philosophy	3.9156336380160375
physics	4.558898361011561
political science	4.839335175020362
psychology	4.545357402117062
sociology	2.3803216446867355
spanish literature	2.319679819572987
statistics	4.344265667795324
