field	covariate
anthropology	3.624453115724853
archaeology	3.35754851074872
art history	3.9043623443803486
astronomy	3.8157503536508153
biochemistry	3.079328341470325
chemistry	3.8568775112896616
classics	4.574315899144939
communications	2.3498033945970427
comparative literature	4.253205052360469
computer science	2.3338224787068254
earth sciences	2.825191315315699
economics	4.287499967076533
education	2.082100322043246
engineering	2.2432607838340473
english literature	2.605396430164964
evolutionary biology	4.195392157454857
history	4.853210287373052
linguistics	3.226406409275049
mathematics	4.511532817475053
middle eastern studies	2.1407968847193324
molecular biology	3.5887421998369526
music	3.8549503273040275
neuroscience	4.476717328237344
philosophy	2.0409399437446987
physics	4.734737173002414
political science	3.5075300997430023
psychology	4.103835412973938
sociology	4.969197876516064
spanish literature	2.7579376368496566
statistics	2.4898442638747516
