field	covariate
anthropology	4.084954010200029
archaeology	4.404566225413773
art history	2.601895387992479
astronomy	3.925188728347511
biochemistry	2.5993580785267767
chemistry	3.053171295605499
classics	2.646632944067296
communications	2.0232883141328086
comparative literature	2.8567473355726136
computer science	3.0134559042850784
earth sciences	4.721986061437727
economics	3.784942152026549
education	3.644170116259906
engineering	4.922953651713727
english literature	3.3558078033034318
evolutionary biology	4.816071094360062
history	2.0517694417728234
linguistics	3.072775874676001
mathematics	2.8045061671187197
middle eastern studies	2.0211242269577623
molecular biology	2.7074433488927276
music	2.559934179955634
neuroscience	4.807349674466776
philosophy	2.470045817287017
physics	3.6338656265712155
political science	3.353866067647524
psychology	3.264311800703447
sociology	2.2782544517210344
spanish literature	2.991779993984932
statistics	2.316484988427296
