field	covariate
anthropology	3.375677338034213
archaeology	2.8208818509158786
art history	4.700853535438389
astronomy	3.4330989944255066
biochemistry	3.5236596794546213
chemistry	2.826444967209012
classics	2.9487098072794047
communications	4.692549737902279
comparative literature	4.870696721046934
computer science	3.541611494432918
earth sciences	2.261121448748991
economics	3.8083775180683883
education	4.4947193912444785
engineering	3.8181691443825843
english literature	4.24893328340858
evolutionary biology	2.41250685320605
history	4.645155050949641
linguistics	2.2306878811983175
mathematics	3.5638896027423597
middle eastern studies	2.9336068776189475
molecular biology	2.23335097545778
music	2.6888944485072517
neuroscience	2.109015649526086
philosophy	4.758177219863157
physics	2.0903341027476605
political science	4.296011757461768
psychology	2.5986774526379204
sociology	4.061935745306766
spanish literature	3.29139487558367
statistics	2.966578488304656
