field	covariate
anthropology	2.866773871040871
archaeology	2.5714573841149204
art history	3.9886112064212007
astronomy	2.172801018916918
biochemistry	2.8720607744649227
chemistry	4.011254629799779
classics	3.70102804350136
communications	2.0006406868292794
comparative literature	2.465551447133927
computer science	2.4317383365851506
earth sciences	3.6202418355429695
economics	4.9024310159140665
education	3.257221443955631
engineering	4.500016644444141
english literature	2.7977271038972966
evolutionary biology	3.0573359076181355
history	2.144533294062624
linguistics	4.510624798627502
mathematics	3.557685866043478
middle eastern studies	2.7660598911170604
molecular biology	3.0926978603247703
music	3.862718263788626
neuroscience	3.824490335733155
philosophy	3.2998104782446456
physics	4.500736506578894
political science	2.2684997159393037
psychology	4.309577913296832
sociology	2.6190870106177595
spanish literature	3.644252046422222
statistics	2.7876447127322685
