field	covariate
anthropology	3.3693432980828657
archaeology	4.486469318749607
art history	4.115405730701108
astronomy	4.92087083457862
biochemistry	3.939025968928372
chemistry	2.3904615422067734
classics	4.9450171352259416
communications	3.8089207261369697
comparative literature	4.01908117581995
computer science	4.673018092594699
earth sciences	3.2384771864596487
economics	3.2851086069840765
education	3.3696964235892772
engineering	4.876732027047112
english literature	2.996465442312677
evolutionary biology	4.057585045816651
history	4.7807340658370645
linguistics	4.470700324089675
mathematics	4.245985561976776
middle eastern studies	4.0763657845133086
molecular biology	2.1032961938210986
music	4.247284719121518
neuroscience	2.362732970196835
philosophy	4.080100572237848
physics	3.939031012379739
political science	3.448984088747183
psychology	4.343646271606179
sociology	2.3400475219247916
spanish literature	2.5840494047816063
statistics	3.4139984936651446
