from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	1	1
anthropology	archaeology	16	68
anthropology	art history	1	1
anthropology	astronomy	133	399
anthropology	biochemistry	14	38
anthropology	chemistry	106	305
anthropology	classics	10	53
anthropology	communications	20	24
anthropology	comparative literature	14	39
anthropology	computer science	4	7
anthropology	earth sciences	60	131
anthropology	economics	0	4
anthropology	education	13	15
anthropology	engineering	12	61
anthropology	english literature	18	33
anthropology	evolutionary biology	2	41
anthropology	history	216	364
anthropology	linguistics	8	22
anthropology	mathematics	229	318
anthropology	middle eastern studies	64	38
anthropology	molecular biology	19	77
anthropology	music	221	255
anthropology	neuroscience	73	51
anthropology	philosophy	29	47
anthropology	physics	11	121
anthropology	political science	3	11
anthropology	psychology	5	3
anthropology	sociology	4	8
anthropology	spanish literature	64	612
anthropology	statistics	26	262
archaeology	anthropology	25	2
archaeology	archaeology	183	39
archaeology	art history	125	23
archaeology	astronomy	13	0
archaeology	biochemistry	222	20
archaeology	chemistry	2	8
archaeology	classics	51	3
archaeology	communications	46	22
archaeology	comparative literature	87	31
archaeology	computer science	57	15
archaeology	earth sciences	258	16
archaeology	economics	128	47
archaeology	education	74	43
archaeology	engineering	59	41
archaeology	english literature	22	14
archaeology	evolutionary biology	18	1
archaeology	history	12	8
archaeology	linguistics	20	1
archaeology	mathematics	6	4
archaeology	middle eastern studies	9	9
archaeology	molecular biology	86	33
archaeology	music	187	33
archaeology	neuroscience	7	7
archaeology	philosophy	60	13
archaeology	physics	37	34
archaeology	political science	10	4
archaeology	psychology	25	12
archaeology	sociology	32	25
archaeology	spanish literature	247	39
archaeology	statistics	98	8
art history	anthropology	33	58
art history	archaeology	30	19
art history	art history	57	21
art history	astronomy	20	99
art history	biochemistry	2	1
art history	chemistry	118	47
art history	classics	27	15
art history	communications	6	1
art history	comparative literature	37	105
art history	computer science	7	10
art history	earth sciences	63	25
art history	economics	4	1
art history	education	31	46
art history	engineering	0	0
art history	english literature	19	24
art history	evolutionary biology	13	23
art history	history	44	6
art history	linguistics	70	46
art history	mathematics	40	37
art history	middle eastern studies	145	22
art history	molecular biology	16	29
art history	music	93	97
art history	neuroscience	100	96
art history	philosophy	12	14
art history	physics	149	47
art history	political science	138	108
art history	psychology	96	62
art history	sociology	46	12
art history	spanish literature	49	52
art history	statistics	51	13
astronomy	anthropology	22	1
astronomy	archaeology	36	3
astronomy	art history	44	14
astronomy	astronomy	31	3
astronomy	biochemistry	11	2
astronomy	chemistry	75	51
astronomy	classics	34	7
astronomy	communications	41	21
astronomy	comparative literature	61	54
astronomy	computer science	84	131
astronomy	earth sciences	6	1
astronomy	economics	161	195
astronomy	education	4	2
astronomy	engineering	37	4
astronomy	english literature	104	20
astronomy	evolutionary biology	47	6
astronomy	history	16	9
astronomy	linguistics	28	12
astronomy	mathematics	23	74
astronomy	middle eastern studies	68	27
astronomy	molecular biology	2	0
astronomy	music	45	22
astronomy	neuroscience	5	1
astronomy	philosophy	17	3
astronomy	physics	52	31
astronomy	political science	21	1
astronomy	psychology	6	5
astronomy	sociology	97	260
astronomy	spanish literature	5	4
astronomy	statistics	65	13
biochemistry	anthropology	2	0
biochemistry	archaeology	663	283
biochemistry	art history	53	20
biochemistry	astronomy	11	10
biochemistry	biochemistry	35	4
biochemistry	chemistry	10	26
biochemistry	classics	27	16
biochemistry	communications	34	65
biochemistry	comparative literature	115	554
biochemistry	computer science	108	157
biochemistry	earth sciences	34	168
biochemistry	economics	17	22
biochemistry	education	0	0
biochemistry	engineering	104	42
biochemistry	english literature	37	18
biochemistry	evolutionary biology	74	86
biochemistry	history	105	25
biochemistry	linguistics	6	10
biochemistry	mathematics	43	15
biochemistry	middle eastern studies	12	4
biochemistry	molecular biology	12	20
biochemistry	music	2	0
biochemistry	neuroscience	205	201
biochemistry	philosophy	7	2
biochemistry	physics	2	1
biochemistry	political science	28	27
biochemistry	psychology	2	3
biochemistry	sociology	84	90
biochemistry	spanish literature	3	1
biochemistry	statistics	4	22
chemistry	anthropology	39	16
chemistry	archaeology	102	47
chemistry	art history	117	459
chemistry	astronomy	190	155
chemistry	biochemistry	0	0
chemistry	chemistry	135	342
chemistry	classics	0	0
chemistry	communications	11	0
chemistry	comparative literature	89	58
chemistry	computer science	6	11
chemistry	earth sciences	65	43
chemistry	economics	2	1
chemistry	education	7	8
chemistry	engineering	21	6
chemistry	english literature	6	5
chemistry	evolutionary biology	14	16
chemistry	history	57	21
chemistry	linguistics	26	18
chemistry	mathematics	1	0
chemistry	middle eastern studies	6	19
chemistry	molecular biology	10	3
chemistry	music	12	8
chemistry	neuroscience	61	1
chemistry	philosophy	60	71
chemistry	physics	0	3
chemistry	political science	66	4
chemistry	psychology	2	2
chemistry	sociology	24	125
chemistry	spanish literature	33	10
chemistry	statistics	68	119
classics	anthropology	1	3
classics	archaeology	16	7
classics	art history	28	71
classics	astronomy	1	0
classics	biochemistry	272	56
classics	chemistry	2	0
classics	classics	6	0
classics	communications	92	111
classics	comparative literature	0	1
classics	computer science	36	25
classics	earth sciences	69	75
classics	economics	32	11
classics	education	27	29
classics	engineering	0	1
classics	english literature	15	72
classics	evolutionary biology	31	51
classics	history	1	43
classics	linguistics	27	8
classics	mathematics	38	10
classics	middle eastern studies	26	23
classics	molecular biology	4	7
classics	music	35	82
classics	neuroscience	24	44
classics	philosophy	5	14
classics	physics	33	22
classics	political science	3	0
classics	psychology	54	102
classics	sociology	119	271
classics	spanish literature	6	11
classics	statistics	64	39
communications	anthropology	0	1
communications	archaeology	136	188
communications	art history	1	20
communications	astronomy	48	41
communications	biochemistry	55	88
communications	chemistry	75	98
communications	classics	12	264
communications	communications	1	11
communications	comparative literature	0	22
communications	computer science	10	11
communications	earth sciences	13	28
communications	economics	1	3
communications	education	42	47
communications	engineering	113	32
communications	english literature	35	88
communications	evolutionary biology	52	43
communications	history	29	28
communications	linguistics	0	1
communications	mathematics	3	8
communications	middle eastern studies	2	13
communications	molecular biology	4	10
communications	music	2	10
communications	neuroscience	38	72
communications	philosophy	7	57
communications	physics	3	24
communications	political science	73	404
communications	psychology	6	60
communications	sociology	20	30
communications	spanish literature	31	159
communications	statistics	1	10
comparative literature	anthropology	71	12
comparative literature	archaeology	14	1
comparative literature	art history	17	12
comparative literature	astronomy	27	6
comparative literature	biochemistry	80	7
comparative literature	chemistry	32	9
comparative literature	classics	2	13
comparative literature	communications	42	23
comparative literature	comparative literature	105	37
comparative literature	computer science	44	69
comparative literature	earth sciences	23	2
comparative literature	economics	64	3
comparative literature	education	25	14
comparative literature	engineering	1	3
comparative literature	english literature	12	3
comparative literature	evolutionary biology	6	3
comparative literature	history	1	0
comparative literature	linguistics	30	18
comparative literature	mathematics	5	2
comparative literature	middle eastern studies	0	1
comparative literature	molecular biology	36	1
comparative literature	music	31	15
comparative literature	neuroscience	1	0
comparative literature	philosophy	75	8
comparative literature	physics	82	10
comparative literature	political science	21	21
comparative literature	psychology	32	37
comparative literature	sociology	40	10
comparative literature	spanish literature	33	42
comparative literature	statistics	3	2
computer science	anthropology	68	24
computer science	archaeology	77	29
computer science	art history	11	8
computer science	astronomy	21	7
computer science	biochemistry	56	36
computer science	chemistry	97	266
computer science	classics	0	4
computer science	communications	10	3
computer science	comparative literature	5	35
computer science	computer science	13	12
computer science	earth sciences	324	158
computer science	economics	48	25
computer science	education	2	1
computer science	engineering	79	71
computer science	english literature	8	1
computer science	evolutionary biology	37	4
computer science	history	31	46
computer science	linguistics	73	36
computer science	mathematics	34	6
computer science	middle eastern studies	47	14
computer science	molecular biology	5	3
computer science	music	7	6
computer science	neuroscience	33	29
computer science	philosophy	34	13
computer science	physics	25	0
computer science	political science	21	21
computer science	psychology	24	3
computer science	sociology	0	1
computer science	spanish literature	78	16
computer science	statistics	1	0
earth sciences	anthropology	17	11
earth sciences	archaeology	6	28
earth sciences	art history	32	257
earth sciences	astronomy	16	27
earth sciences	biochemistry	2	0
earth sciences	chemistry	28	190
earth sciences	classics	3	3
earth sciences	communications	0	1
earth sciences	comparative literature	85	24
earth sciences	computer science	35	97
earth sciences	earth sciences	8	23
earth sciences	economics	69	98
earth sciences	education	343	43
earth sciences	engineering	142	56
earth sciences	english literature	29	53
earth sciences	evolutionary biology	38	3
earth sciences	history	5	1
earth sciences	linguistics	43	162
earth sciences	mathematics	8	2
earth sciences	middle eastern studies	432	69
earth sciences	molecular biology	102	32
earth sciences	music	65	10
earth sciences	neuroscience	19	3
earth sciences	philosophy	34	223
earth sciences	physics	25	55
earth sciences	political science	7	28
earth sciences	psychology	3	0
earth sciences	sociology	15	9
earth sciences	spanish literature	62	71
earth sciences	statistics	3	3
economics	anthropology	107	20
economics	archaeology	245	101
economics	art history	14	10
economics	astronomy	35	9
economics	biochemistry	170	14
economics	chemistry	13	1
economics	classics	40	7
economics	communications	23	8
economics	comparative literature	15	3
economics	computer science	138	38
economics	earth sciences	84	6
economics	economics	67	13
economics	education	19	33
economics	engineering	43	7
economics	english literature	44	2
economics	evolutionary biology	53	26
economics	history	71	6
economics	linguistics	29	29
economics	mathematics	86	12
economics	middle eastern studies	125	48
economics	molecular biology	72	6
economics	music	115	31
economics	neuroscience	12	8
economics	philosophy	20	1
economics	physics	10	1
economics	political science	62	14
economics	psychology	155	49
economics	sociology	20	20
economics	spanish literature	4	0
economics	statistics	19	6
education	anthropology	173	319
education	archaeology	1	3
education	art history	155	177
education	astronomy	4	12
education	biochemistry	6	8
education	chemistry	79	113
education	classics	3	5
education	communications	72	113
education	comparative literature	53	207
education	computer science	116	267
education	earth sciences	138	53
education	economics	16	69
education	education	124	79
education	engineering	20	18
education	english literature	29	103
education	evolutionary biology	1	5
education	history	41	42
education	linguistics	0	0
education	mathematics	0	1
education	middle eastern studies	2	1
education	molecular biology	30	10
education	music	121	54
education	neuroscience	2	4
education	philosophy	4	0
education	physics	9	2
education	political science	6	3
education	psychology	4	4
education	sociology	77	36
education	spanish literature	0	1
education	statistics	85	36
engineering	anthropology	24	27
engineering	archaeology	58	3
engineering	art history	63	45
engineering	astronomy	2	0
engineering	biochemistry	63	23
engineering	chemistry	143	15
engineering	classics	25	16
engineering	communications	41	200
engineering	comparative literature	4	11
engineering	computer science	5	1
engineering	earth sciences	21	4
engineering	economics	0	3
engineering	education	17	18
engineering	engineering	25	6
engineering	english literature	3	13
