field	covariate
anthropology	2.75656041652434
archaeology	2.4830456877995664
art history	4.305282805079221
astronomy	3.6127351853303558
biochemistry	3.4931289612064482
chemistry	3.121194610455125
classics	4.165794647461215
communications	4.858665861395696
comparative literature	4.154399387337083
computer science	3.11327185815209
earth sciences	4.060879517233863
economics	4.50220678475358
education	3.529334268264811
engineering	3.5765748879845884
english literature	2.8393351180973134
evolutionary biology	4.396646596809947
history	4.750171143565018
linguistics	2.075838218169489
mathematics	4.208091545329557
middle eastern studies	4.8078110509500505
molecular biology	2.841410301080546
music	3.030773060317188
neuroscience	4.172789879405537
philosophy	4.592329371102159
physics	4.808195558469517
political science	4.825074919183113
psychology	2.410205461249118
sociology	2.7206820916037255
spanish literature	2.134363561820193
statistics	3.641265473244822
