from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	0	1
anthropology	archaeology	1	7
anthropology	art history	31	49
anthropology	astronomy	80	129
anthropology	biochemistry	4	24
anthropology	chemistry	153	38
anthropology	classics	3	13
anthropology	communications	63	66
anthropology	comparative literature	3	4
anthropology	computer science	0	7
anthropology	earth sciences	44	34
anthropology	economics	6	7
anthropology	education	41	86
anthropology	engineering	12	24
anthropology	english literature	73	202
anthropology	evolutionary biology	103	148
anthropology	history	24	20
anthropology	linguistics	66	47
anthropology	mathematics	1	0
anthropology	middle eastern studies	67	255
anthropology	molecular biology	23	181
anthropology	music	33	14
anthropology	neuroscience	3	11
anthropology	philosophy	79	114
anthropology	physics	82	7
anthropology	political science	38	27
anthropology	psychology	41	216
anthropology	sociology	2	35
anthropology	spanish literature	8	22
anthropology	statistics	34	16
archaeology	anthropology	25	2
archaeology	archaeology	7	2
archaeology	art history	40	6
archaeology	astronomy	81	26
archaeology	biochemistry	19	2
archaeology	chemistry	289	10
archaeology	classics	22	2
archaeology	communications	69	39
archaeology	comparative literature	21	1
archaeology	computer science	58	0
archaeology	earth sciences	21	1
archaeology	economics	19	0
archaeology	education	79	18
archaeology	engineering	20	1
archaeology	english literature	133	50
archaeology	evolutionary biology	277	51
archaeology	history	91	5
archaeology	linguistics	2	2
archaeology	mathematics	8	1
archaeology	middle eastern studies	310	11
archaeology	molecular biology	75	6
archaeology	music	128	5
archaeology	neuroscience	25	3
archaeology	philosophy	115	338
archaeology	physics	6	1
archaeology	political science	71	8
archaeology	psychology	154	7
archaeology	sociology	81	73
archaeology	spanish literature	3	0
archaeology	statistics	38	6
art history	anthropology	18	14
art history	archaeology	15	140
art history	art history	53	114
art history	astronomy	6	5
art history	biochemistry	48	48
art history	chemistry	23	23
art history	classics	239	73
art history	communications	33	18
art history	comparative literature	71	55
art history	computer science	1	2
art history	earth sciences	23	16
art history	economics	19	11
art history	education	323	126
art history	engineering	23	45
art history	english literature	20	33
art history	evolutionary biology	23	38
art history	history	15	5
art history	linguistics	8	0
art history	mathematics	5	15
art history	middle eastern studies	463	27
art history	molecular biology	3	5
art history	music	209	11
art history	neuroscience	228	13
art history	philosophy	18	6
art history	physics	26	8
art history	political science	94	17
art history	psychology	77	73
art history	sociology	14	46
art history	spanish literature	142	49
art history	statistics	20	16
astronomy	anthropology	79	6
astronomy	archaeology	102	19
astronomy	art history	96	27
astronomy	astronomy	31	2
astronomy	biochemistry	24	2
astronomy	chemistry	30	17
astronomy	classics	52	10
astronomy	communications	2	0
astronomy	comparative literature	48	3
astronomy	computer science	19	1
astronomy	earth sciences	11	0
astronomy	economics	243	13
astronomy	education	45	44
astronomy	engineering	36	18
astronomy	english literature	12	21
astronomy	evolutionary biology	19	11
astronomy	history	60	11
astronomy	linguistics	16	2
astronomy	mathematics	8	3
astronomy	middle eastern studies	10	2
astronomy	molecular biology	27	0
astronomy	music	14	0
astronomy	neuroscience	12	3
astronomy	philosophy	45	3
astronomy	physics	17	3
astronomy	political science	135	72
astronomy	psychology	15	5
astronomy	sociology	15	7
astronomy	spanish literature	17	1
astronomy	statistics	35	0
biochemistry	anthropology	20	7
biochemistry	archaeology	38	45
biochemistry	art history	2	2
biochemistry	astronomy	15	12
biochemistry	biochemistry	0	3
biochemistry	chemistry	16	23
biochemistry	classics	47	39
biochemistry	communications	25	17
biochemistry	comparative literature	17	3
biochemistry	computer science	6	4
biochemistry	earth sciences	3	1
biochemistry	economics	28	6
biochemistry	education	73	7
biochemistry	engineering	11	197
biochemistry	english literature	3	1
biochemistry	evolutionary biology	10	17
biochemistry	history	1	0
biochemistry	linguistics	3	29
biochemistry	mathematics	30	4
biochemistry	middle eastern studies	355	11
biochemistry	molecular biology	52	90
biochemistry	music	5	0
biochemistry	neuroscience	22	3
biochemistry	philosophy	13	1
biochemistry	physics	7	0
biochemistry	political science	12	1
biochemistry	psychology	102	21
biochemistry	sociology	4	4
biochemistry	spanish literature	58	9
biochemistry	statistics	34	1
chemistry	anthropology	5	39
chemistry	archaeology	1	2
chemistry	art history	4	2
chemistry	astronomy	8	1
chemistry	biochemistry	39	18
chemistry	chemistry	15	79
chemistry	classics	67	14
chemistry	communications	6	3
chemistry	comparative literature	0	0
chemistry	computer science	6	0
chemistry	earth sciences	30	41
chemistry	economics	65	9
chemistry	education	23	3
chemistry	engineering	1	1
chemistry	english literature	77	71
chemistry	evolutionary biology	113	11
chemistry	history	43	5
chemistry	linguistics	47	1
chemistry	mathematics	223	50
chemistry	middle eastern studies	25	0
chemistry	molecular biology	0	0
chemistry	music	3	0
chemistry	neuroscience	41	20
chemistry	philosophy	73	7
chemistry	physics	267	21
chemistry	political science	37	9
chemistry	psychology	39	5
chemistry	sociology	27	14
chemistry	spanish literature	198	20
chemistry	statistics	6	2
classics	anthropology	14	15
classics	archaeology	154	89
classics	art history	42	29
classics	astronomy	35	179
classics	biochemistry	14	4
classics	chemistry	6	1
classics	classics	2	3
classics	communications	79	56
classics	comparative literature	0	1
classics	computer science	16	25
classics	earth sciences	28	24
classics	economics	0	1
classics	education	16	3
classics	engineering	5	23
classics	english literature	49	15
classics	evolutionary biology	16	291
classics	history	25	16
classics	linguistics	6	1
classics	mathematics	102	10
classics	middle eastern studies	48	202
classics	molecular biology	231	93
classics	music	223	106
classics	neuroscience	36	7
classics	philosophy	17	20
classics	physics	275	73
classics	political science	9	9
classics	psychology	7	1
classics	sociology	29	18
classics	spanish literature	100	20
classics	statistics	58	18
communications	anthropology	60	230
communications	archaeology	74	100
communications	art history	18	25
communications	astronomy	371	121
communications	biochemistry	2	7
communications	chemistry	26	38
communications	classics	33	48
communications	communications	5	3
communications	comparative literature	41	23
communications	computer science	0	2
communications	earth sciences	22	11
communications	economics	16	14
communications	education	47	62
communications	engineering	0	1
communications	english literature	14	108
communications	evolutionary biology	8	89
communications	history	108	50
communications	linguistics	29	19
communications	mathematics	52	30
communications	middle eastern studies	11	7
communications	molecular biology	378	355
communications	music	28	7
communications	neuroscience	6	1
communications	philosophy	37	60
communications	physics	2	2
communications	political science	1	5
communications	psychology	51	47
communications	sociology	32	163
communications	spanish literature	1	2
communications	statistics	2	1
comparative literature	anthropology	75	27
comparative literature	archaeology	4	15
comparative literature	art history	76	102
comparative literature	astronomy	3	4
comparative literature	biochemistry	14	33
comparative literature	chemistry	3	1
comparative literature	classics	18	34
comparative literature	communications	21	23
comparative literature	comparative literature	15	23
comparative literature	computer science	75	16
comparative literature	earth sciences	15	8
comparative literature	economics	7	3
comparative literature	education	11	24
comparative literature	engineering	0	0
comparative literature	english literature	22	49
comparative literature	evolutionary biology	2	4
comparative literature	history	214	232
comparative literature	linguistics	12	8
comparative literature	mathematics	35	47
comparative literature	middle eastern studies	9	11
comparative literature	molecular biology	13	2
comparative literature	music	49	37
comparative literature	neuroscience	10	24
comparative literature	philosophy	4	68
comparative literature	physics	1	0
comparative literature	political science	18	4
comparative literature	psychology	47	33
comparative literature	sociology	30	59
comparative literature	spanish literature	79	10
comparative literature	statistics	1	1
computer science	anthropology	70	49
computer science	archaeology	1	0
computer science	art history	15	23
computer science	astronomy	59	24
computer science	biochemistry	10	20
computer science	chemistry	30	74
computer science	classics	74	37
computer science	communications	59	51
computer science	comparative literature	198	32
computer science	computer science	73	5
computer science	earth sciences	238	160
computer science	economics	26	3
computer science	education	4	10
computer science	engineering	3	9
computer science	english literature	3	9
computer science	evolutionary biology	9	9
computer science	history	29	13
computer science	linguistics	76	132
computer science	mathematics	18	10
computer science	middle eastern studies	15	12
computer science	molecular biology	130	48
computer science	music	2	28
computer science	neuroscience	25	6
computer science	philosophy	139	94
computer science	physics	157	39
computer science	political science	60	38
computer science	psychology	22	50
computer science	sociology	9	69
computer science	spanish literature	150	70
computer science	statistics	260	125
earth sciences	anthropology	0	1
earth sciences	archaeology	15	40
earth sciences	art history	181	53
earth sciences	astronomy	10	26
earth sciences	biochemistry	5	44
earth sciences	chemistry	0	1
earth sciences	classics	5	28
earth sciences	communications	40	49
earth sciences	comparative literature	2	1
earth sciences	computer science	113	73
earth sciences	earth sciences	1	9
earth sciences	economics	23	206
earth sciences	education	9	12
earth sciences	engineering	18	23
earth sciences	english literature	4	19
earth sciences	evolutionary biology	42	117
earth sciences	history	1	2
earth sciences	linguistics	139	68
earth sciences	mathematics	274	181
earth sciences	middle eastern studies	310	100
earth sciences	molecular biology	164	108
earth sciences	music	68	29
earth sciences	neuroscience	130	59
earth sciences	philosophy	2	9
earth sciences	physics	0	1
earth sciences	political science	0	0
earth sciences	psychology	32	50
earth sciences	sociology	110	107
earth sciences	spanish literature	158	48
earth sciences	statistics	20	11
economics	anthropology	227	25
economics	archaeology	0	0
economics	art history	10	8
economics	astronomy	154	60
economics	biochemistry	105	41
economics	chemistry	20	21
economics	classics	69	147
economics	communications	3	2
economics	comparative literature	3	0
economics	computer science	90	137
economics	earth sciences	26	2
economics	economics	5	1
economics	education	0	1
economics	engineering	12	5
economics	english literature	164	79
economics	evolutionary biology	6	3
economics	history	6	0
economics	linguistics	35	11
economics	mathematics	110	46
economics	middle eastern studies	168	19
economics	molecular biology	9	2
economics	music	25	12
economics	neuroscience	41	31
economics	philosophy	483	119
economics	physics	198	22
economics	political science	31	7
economics	psychology	282	58
economics	sociology	59	112
economics	spanish literature	24	24
economics	statistics	20	12
education	anthropology	41	96
education	archaeology	14	31
education	art history	7	9
education	astronomy	63	34
education	biochemistry	242	125
education	chemistry	34	153
education	classics	6	26
education	communications	1	2
education	comparative literature	14	7
education	computer science	25	6
education	earth sciences	73	220
education	economics	127	123
education	education	0	2
education	engineering	32	87
education	english literature	2	6
education	evolutionary biology	25	16
education	history	55	113
education	linguistics	16	24
education	mathematics	15	1
education	middle eastern studies	51	22
education	molecular biology	93	57
education	music	5	4
education	neuroscience	22	12
education	philosophy	3	10
education	physics	15	4
education	political science	262	416
education	psychology	16	4
education	sociology	185	190
education	spanish literature	120	26
education	statistics	21	28
engineering	anthropology	57	4
engineering	archaeology	15	8
engineering	art history	112	36
engineering	astronomy	52	55
engineering	biochemistry	52	28
engineering	chemistry	11	13
engineering	classics	20	9
engineering	communications	218	70
engineering	comparative literature	133	74
engineering	computer science	8	0
engineering	earth sciences	1	0
engineering	economics	104	123
engineering	education	3	0
engineering	engineering	74	27
engineering	english literature	2	0
engineering	evolutionary biology	48	14
engineering	history	407	27
engineering	linguistics	18	4
engineering	mathematics	71	12
engineering	middle eastern studies	4	0
engineering	molecular biology	47	21
engineering	music	38	3
engineering	neuroscience	460	31
engineering	philosophy	1	5
engineering	physics	8	0
engineering	political science	21	2
engineering	psychology	15	60
engineering	sociology	11	5
engineering	spanish literature	1	3
engineering	statistics	24	0
english literature	anthropology	38	44
english literature	archaeology	39	56
english literature	art history	1	2
english literature	astronomy	0	1
english literature	biochemistry	36	73
english literature	chemistry	75	54
english literature	classics	3	2
english literature	communications	34	161
english literature	comparative literature	5	11
english literature	computer science	17	22
