from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	14	52
anthropology	archaeology	1	2
anthropology	art history	13	84
anthropology	astronomy	51	76
anthropology	biochemistry	133	125
anthropology	chemistry	9	86
anthropology	classics	2	11
anthropology	communications	10	24
anthropology	comparative literature	67	71
anthropology	computer science	3	12
anthropology	earth sciences	44	7
anthropology	economics	4	5
anthropology	education	14	105
anthropology	engineering	53	225
anthropology	english literature	116	28
anthropology	evolutionary biology	3	9
anthropology	history	47	97
anthropology	linguistics	10	39
anthropology	mathematics	1	4
anthropology	middle eastern studies	24	31
anthropology	molecular biology	63	37
anthropology	music	10	13
anthropology	neuroscience	10	15
anthropology	philosophy	0	3
anthropology	physics	15	18
anthropology	political science	0	2
anthropology	psychology	47	43
anthropology	sociology	4	1
anthropology	spanish literature	1	6
anthropology	statistics	7	1
archaeology	anthropology	29	3
archaeology	archaeology	101	68
archaeology	art history	310	20
archaeology	astronomy	5	7
archaeology	biochemistry	74	28
archaeology	chemistry	79	1
archaeology	classics	13	26
archaeology	communications	4	2
archaeology	comparative literature	220	41
archaeology	computer science	104	18
archaeology	earth sciences	56	1
archaeology	economics	41	2
archaeology	education	60	8
archaeology	engineering	130	35
archaeology	english literature	109	4
archaeology	evolutionary biology	158	27
archaeology	history	63	22
archaeology	linguistics	38	0
archaeology	mathematics	8	1
archaeology	middle eastern studies	36	2
archaeology	molecular biology	1	0
archaeology	music	26	0
archaeology	neuroscience	138	10
archaeology	philosophy	72	9
archaeology	physics	68	8
archaeology	political science	4	3
archaeology	psychology	325	137
archaeology	sociology	9	2
archaeology	spanish literature	126	9
archaeology	statistics	22	2
art history	anthropology	1	3
art history	archaeology	87	72
art history	art history	3	12
art history	astronomy	258	187
art history	biochemistry	19	5
art history	chemistry	9	26
art history	classics	1	10
art history	communications	4	2
art history	comparative literature	7	0
art history	computer science	3	2
art history	earth sciences	19	6
art history	economics	47	85
art history	education	295	25
art history	engineering	57	17
art history	english literature	206	52
art history	evolutionary biology	47	12
art history	history	34	20
art history	linguistics	113	11
art history	mathematics	7	28
art history	middle eastern studies	7	14
art history	molecular biology	6	7
art history	music	8	7
art history	neuroscience	10	16
art history	philosophy	348	79
art history	physics	7	21
art history	political science	124	215
art history	psychology	5	2
art history	sociology	0	3
art history	spanish literature	31	74
art history	statistics	1	0
astronomy	anthropology	413	65
astronomy	archaeology	3	1
astronomy	art history	76	6
astronomy	astronomy	88	11
astronomy	biochemistry	53	1
astronomy	chemistry	1	0
astronomy	classics	332	47
astronomy	communications	87	7
astronomy	comparative literature	80	9
astronomy	computer science	0	0
astronomy	earth sciences	17	0
astronomy	economics	124	26
astronomy	education	188	50
astronomy	engineering	26	6
astronomy	english literature	69	23
astronomy	evolutionary biology	158	24
astronomy	history	55	5
astronomy	linguistics	90	45
astronomy	mathematics	228	23
astronomy	middle eastern studies	253	25
astronomy	molecular biology	33	14
astronomy	music	63	14
astronomy	neuroscience	59	7
astronomy	philosophy	7	6
astronomy	physics	19	2
astronomy	political science	38	2
astronomy	psychology	2	0
astronomy	sociology	301	54
astronomy	spanish literature	172	48
astronomy	statistics	105	182
biochemistry	anthropology	100	143
biochemistry	archaeology	1	19
biochemistry	art history	18	72
biochemistry	astronomy	167	61
biochemistry	biochemistry	55	34
biochemistry	chemistry	47	20
biochemistry	classics	3	1
biochemistry	communications	112	120
biochemistry	comparative literature	78	103
biochemistry	computer science	0	1
biochemistry	earth sciences	4	1
biochemistry	economics	18	59
biochemistry	education	1	2
biochemistry	engineering	51	16
biochemistry	english literature	2	0
biochemistry	evolutionary biology	8	68
biochemistry	history	92	11
