field	covariate
anthropology	3.4981738694722075
archaeology	3.6390054269289136
art history	3.379498630996147
astronomy	3.223699781291344
biochemistry	3.6256050796670376
chemistry	4.066269089336052
classics	4.806564455994998
communications	2.5336127266161457
comparative literature	3.08863282368254
computer science	4.609992509498185
earth sciences	4.374149571530751
economics	4.761077106845643
education	4.361162946758015
engineering	2.6007857219521533
english literature	3.2813280241563065
evolutionary biology	2.140355669775782
history	4.634831380501045
linguistics	2.1503610528742083
mathematics	2.1439726095939045
middle eastern studies	2.75380361818624
molecular biology	2.823711062019082
music	3.880593031349494
neuroscience	3.712202743821453
philosophy	4.998192674756455
physics	4.763400799428121
political science	4.817446414696162
psychology	4.76276141011814
sociology	3.2398842791743583
spanish literature	4.441812668951922
statistics	3.0081471975592997
