field	covariate
anthropology	2.8178637152861943
archaeology	4.615260376623514
art history	3.19892254376031
astronomy	2.5372554746337865
biochemistry	2.8942453213580315
chemistry	3.673220274657243
classics	2.835057215528908
communications	2.445160876171402
comparative literature	3.8057363782117415
computer science	3.001769210372763
earth sciences	3.554951635875875
economics	2.098674061712243
education	3.619043173777603
engineering	2.72935638563079
english literature	2.6075331336755387
evolutionary biology	2.417183074277662
history	4.505883616175408
linguistics	4.411590975957251
mathematics	4.571441735399227
middle eastern studies	2.1056186987472776
molecular biology	4.188993024998152
music	3.0881218376279183
neuroscience	2.5821812169155587
philosophy	4.866097892224633
physics	2.817935574835416
political science	3.5592765444919463
psychology	3.790613508572487
sociology	3.575406177411317
spanish literature	2.82279325583336
statistics	3.6740631896271387
