field	covariate
anthropology	2.303809929611324
archaeology	4.281892517652375
art history	4.98215716378089
astronomy	4.0119156905590065
biochemistry	4.559186406837475
chemistry	2.8714662465766416
classics	4.592057934453104
communications	4.804766548383201
comparative literature	4.647338294564227
computer science	2.544419999231427
earth sciences	2.4923349339092606
economics	3.1002443632355288
education	3.779978827512693
engineering	2.8095477962955417
english literature	3.8469204319949206
evolutionary biology	4.139127435288711
history	4.403367596434066
linguistics	4.408657377151191
mathematics	2.220416358345116
middle eastern studies	2.0284232451834097
molecular biology	2.567359106583313
music	3.175307784745966
neuroscience	3.7084249775994413
philosophy	4.451526843722538
physics	2.2875514615008665
political science	2.155215456464748
psychology	4.151662460616967
sociology	2.7016863797014876
spanish literature	2.035879839216882
statistics	2.422579647128611
