field	covariate
anthropology	3.138099053079276
archaeology	2.204094592067036
art history	2.7046933739052617
astronomy	4.311938483265834
biochemistry	2.4495418443232873
chemistry	2.501186267804812
classics	4.724699509335745
communications	3.1284311943135403
comparative literature	3.9743006670066245
computer science	2.5082275032696275
earth sciences	4.584329771256709
economics	4.552941316498714
education	3.8067776750985223
engineering	4.154146098807603
english literature	3.055883373447083
evolutionary biology	3.8285597567199092
history	3.7236548291849743
linguistics	2.2352453950983247
mathematics	3.791777295628776
middle eastern studies	4.694706983730511
molecular biology	3.399396070679808
music	2.3373999410237722
neuroscience	4.572070449921151
philosophy	4.520127127960908
physics	2.9660235679090734
political science	2.172680407404365
psychology	2.7286909697761126
sociology	4.926764159378033
spanish literature	4.871748486444001
statistics	2.8044185264759562
