field	covariate
anthropology	2.9415301888832497
archaeology	4.250195631638512
art history	3.805103328658794
astronomy	2.229903300525471
biochemistry	2.9983594138875196
chemistry	4.143606480333206
classics	3.4472060032119645
communications	2.1745608394855513
comparative literature	3.407788745452427
computer science	2.6025070087851896
earth sciences	2.9211020930118456
economics	3.6449920140542624
education	4.364644352584653
engineering	2.2818773088146846
english literature	3.2258563180683484
evolutionary biology	4.4406551105453325
history	3.3434313799904865
linguistics	3.943451312685272
mathematics	4.426696113567436
middle eastern studies	4.138593079058349
molecular biology	3.226068210572275
music	4.412099812381367
neuroscience	4.5501139889151965
philosophy	4.888205274392453
physics	3.7236848250413694
political science	4.425756890003996
psychology	4.472078129762975
sociology	4.972817423965892
spanish literature	2.4888859946725628
statistics	2.2722885709445504
