field	covariate
anthropology	4.249581527197928
archaeology	3.214315171984588
art history	2.9630384254815674
astronomy	2.9589849150825502
biochemistry	4.144620874246157
chemistry	2.1741089029525305
classics	4.971651139374952
communications	3.2285193819210285
comparative literature	2.573962620783635
computer science	4.2588457979536845
earth sciences	2.5612440522698825
economics	2.874065904800127
education	4.021654800307191
engineering	4.221749384946219
english literature	4.202347206451333
evolutionary biology	3.048858463024434
history	4.53245393140061
linguistics	4.823847145412596
mathematics	2.709273217444828
middle eastern studies	3.796203219465614
molecular biology	2.48515663721904
music	4.819855192469474
neuroscience	2.936274105554408
philosophy	2.980489083219974
physics	3.982665124755997
political science	2.4316634442943394
psychology	2.7248315016917215
sociology	3.5423223083630146
spanish literature	2.1951851085340115
statistics	3.1107879168728947
