from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	13	62
anthropology	archaeology	18	33
anthropology	art history	3	5
anthropology	astronomy	134	33
anthropology	biochemistry	0	5
anthropology	chemistry	1	0
anthropology	classics	2	13
anthropology	communications	3	10
anthropology	comparative literature	13	19
anthropology	computer science	0	11
anthropology	earth sciences	137	266
anthropology	economics	44	20
anthropology	education	1	9
anthropology	engineering	1	3
anthropology	english literature	0	35
anthropology	evolutionary biology	58	31
anthropology	history	15	19
anthropology	linguistics	27	36
anthropology	mathematics	56	114
anthropology	middle eastern studies	0	21
anthropology	molecular biology	77	118
anthropology	music	52	108
anthropology	neuroscience	178	323
anthropology	philosophy	5	47
anthropology	physics	20	49
anthropology	political science	1	3
anthropology	psychology	2	1
anthropology	sociology	235	170
anthropology	spanish literature	7	81
anthropology	statistics	6	28
archaeology	anthropology	32	7
archaeology	archaeology	4	1
archaeology	art history	1	1
archaeology	astronomy	28	1
archaeology	biochemistry	80	34
archaeology	chemistry	123	4
archaeology	classics	32	3
archaeology	communications	2	0
archaeology	comparative literature	551	75
archaeology	computer science	28	2
archaeology	earth sciences	31	0
archaeology	economics	8	0
archaeology	education	252	15
archaeology	engineering	12	7
archaeology	english literature	108	3
archaeology	evolutionary biology	63	3
archaeology	history	92	26
archaeology	linguistics	447	7
archaeology	mathematics	43	1
archaeology	middle eastern studies	18	4
archaeology	molecular biology	128	1
archaeology	music	13	0
archaeology	neuroscience	296	33
archaeology	philosophy	16	0
archaeology	physics	8	2
archaeology	political science	172	5
archaeology	psychology	237	3
archaeology	sociology	44	0
archaeology	spanish literature	2	1
archaeology	statistics	131	6
art history	anthropology	29	27
art history	archaeology	12	69
art history	art history	8	4
art history	astronomy	109	7
art history	biochemistry	55	118
art history	chemistry	5	2
art history	classics	6	2
art history	communications	97	31
art history	comparative literature	114	49
art history	computer science	7	0
art history	earth sciences	13	0
art history	economics	35	3
art history	education	67	69
art history	engineering	82	20
art history	english literature	2	2
art history	evolutionary biology	5	0
art history	history	285	276
art history	linguistics	43	69
art history	mathematics	4	9
art history	middle eastern studies	4	10
art history	molecular biology	50	48
art history	music	2	4
art history	neuroscience	309	66
art history	philosophy	64	34
art history	physics	28	94
art history	political science	21	39
art history	psychology	22	4
art history	sociology	29	5
art history	spanish literature	35	50
