field	covariate
anthropology	4.754741913275139
archaeology	4.4552464841477395
art history	2.055877699212836
astronomy	4.138386956698552
biochemistry	2.942424166651981
chemistry	2.9090043477883856
classics	2.8176988475690328
communications	3.3525190396546156
comparative literature	2.4113668727527586
computer science	3.887701982024696
earth sciences	2.476584291123667
economics	4.9098031369255795
education	2.517038605344366
engineering	3.26825126321535
english literature	2.217661844177757
evolutionary biology	2.4323524620577524
history	4.536247856868872
linguistics	2.849383435630892
mathematics	4.721347668630129
middle eastern studies	3.0828268581047844
molecular biology	3.803187708801296
music	2.4705691185243928
neuroscience	4.100148158308626
philosophy	2.780961376757082
physics	2.224975945197263
political science	2.781115606508903
psychology	3.055474455265393
sociology	3.558021884060623
spanish literature	3.095031833733623
statistics	4.925048673820435
