from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	41	11
anthropology	archaeology	0	2
anthropology	art history	14	16
anthropology	astronomy	24	15
anthropology	biochemistry	94	120
anthropology	chemistry	9	40
anthropology	classics	14	111
anthropology	communications	4	70
anthropology	comparative literature	3	0
anthropology	computer science	4	2
anthropology	earth sciences	8	26
anthropology	economics	17	172
anthropology	education	249	301
anthropology	engineering	4	29
anthropology	english literature	112	100
anthropology	evolutionary biology	62	113
anthropology	history	52	143
anthropology	linguistics	1	0
anthropology	mathematics	10	11
anthropology	middle eastern studies	58	33
anthropology	molecular biology	2	2
anthropology	music	14	13
anthropology	neuroscience	115	35
anthropology	philosophy	12	34
anthropology	physics	0	10
anthropology	political science	19	30
anthropology	psychology	179	125
anthropology	sociology	86	129
anthropology	spanish literature	43	129
anthropology	statistics	7	17
archaeology	anthropology	29	43
archaeology	archaeology	25	9
archaeology	art history	233	67
archaeology	astronomy	134	30
archaeology	biochemistry	1	0
archaeology	chemistry	551	29
archaeology	classics	8	6
archaeology	communications	12	12
archaeology	comparative literature	34	29
archaeology	computer science	6	0
archaeology	earth sciences	20	2
archaeology	economics	0	0
archaeology	education	208	47
archaeology	engineering	113	39
archaeology	english literature	9	3
archaeology	evolutionary biology	42	2
archaeology	history	4	3
archaeology	linguistics	4	0
archaeology	mathematics	78	4
archaeology	middle eastern studies	1	1
archaeology	molecular biology	468	48
archaeology	music	58	5
archaeology	neuroscience	14	14
archaeology	philosophy	10	54
archaeology	physics	90	32
archaeology	political science	16	15
archaeology	psychology	53	82
archaeology	sociology	58	42
archaeology	spanish literature	40	15
archaeology	statistics	7	3
art history	anthropology	0	0
art history	archaeology	15	25
art history	art history	22	78
art history	astronomy	570	106
art history	biochemistry	2	3
art history	chemistry	7	2
art history	classics	15	79
art history	communications	4	14
art history	comparative literature	59	118
art history	computer science	4	3
art history	earth sciences	18	7
art history	economics	0	1
art history	education	80	6
art history	engineering	30	173
art history	english literature	0	5
art history	evolutionary biology	0	1
art history	history	45	66
art history	linguistics	72	56
art history	mathematics	181	149
art history	middle eastern studies	13	13
art history	molecular biology	5	8
art history	music	11	8
art history	neuroscience	38	19
art history	philosophy	0	1
art history	physics	0	6
art history	political science	74	71
art history	psychology	24	28
art history	sociology	58	166
art history	spanish literature	25	7
art history	statistics	6	1
astronomy	anthropology	101	31
astronomy	archaeology	9	5
astronomy	art history	48	28
astronomy	astronomy	11	7
astronomy	biochemistry	24	26
astronomy	chemistry	12	4
astronomy	classics	21	63
astronomy	communications	4	4
astronomy	comparative literature	32	18
astronomy	computer science	8	12
astronomy	earth sciences	24	8
astronomy	economics	165	14
astronomy	education	2	8
astronomy	engineering	56	25
astronomy	english literature	131	70
astronomy	evolutionary biology	324	59
astronomy	history	98	10
astronomy	linguistics	1	2
astronomy	mathematics	8	4
astronomy	middle eastern studies	37	16
astronomy	molecular biology	14	7
astronomy	music	29	24
astronomy	neuroscience	29	31
astronomy	philosophy	338	194
astronomy	physics	11	5
astronomy	political science	140	91
astronomy	psychology	116	88
astronomy	sociology	13	12
astronomy	spanish literature	95	24
astronomy	statistics	18	6
biochemistry	anthropology	86	9
biochemistry	archaeology	22	2
biochemistry	art history	32	59
biochemistry	astronomy	1	2
biochemistry	biochemistry	38	3
biochemistry	chemistry	28	10
biochemistry	classics	26	47
biochemistry	communications	3	4
biochemistry	comparative literature	78	102
biochemistry	computer science	62	198
biochemistry	earth sciences	33	8
biochemistry	economics	4	16
biochemistry	education	125	104
biochemistry	engineering	29	18
biochemistry	english literature	0	1
biochemistry	evolutionary biology	22	74
biochemistry	history	21	24
biochemistry	linguistics	111	35
biochemistry	mathematics	43	13
biochemistry	middle eastern studies	188	71
biochemistry	molecular biology	38	11
biochemistry	music	32	3
biochemistry	neuroscience	98	14
biochemistry	philosophy	51	133
biochemistry	physics	11	9
biochemistry	political science	6	4
biochemistry	psychology	8	5
biochemistry	sociology	86	121
biochemistry	spanish literature	0	0
biochemistry	statistics	22	2
chemistry	anthropology	35	14
chemistry	archaeology	225	133
chemistry	art history	104	4
chemistry	astronomy	15	2
chemistry	biochemistry	11	3
chemistry	chemistry	248	179
chemistry	classics	0	0
chemistry	communications	124	37
chemistry	comparative literature	44	42
chemistry	computer science	155	157
chemistry	earth sciences	41	2
chemistry	economics	184	91
chemistry	education	1	0
chemistry	engineering	340	56
chemistry	english literature	49	61
chemistry	evolutionary biology	1	0
chemistry	history	19	13
chemistry	linguistics	10	3
chemistry	mathematics	2	0
chemistry	middle eastern studies	22	1
chemistry	molecular biology	120	22
chemistry	music	19	15
chemistry	neuroscience	20	4
chemistry	philosophy	171	5
chemistry	physics	88	6
chemistry	political science	7	1
chemistry	psychology	19	16
chemistry	sociology	136	17
chemistry	spanish literature	73	14
chemistry	statistics	63	12
classics	anthropology	311	77
classics	archaeology	6	13
classics	art history	33	28
classics	astronomy	11	44
classics	biochemistry	7	18
classics	chemistry	5	2
classics	classics	25	48
classics	communications	2	3
classics	comparative literature	9	6
classics	computer science	17	18
classics	earth sciences	30	20
classics	economics	10	16
classics	education	9	9
classics	engineering	0	2
classics	english literature	115	132
classics	evolutionary biology	77	28
classics	history	2	1
classics	linguistics	48	59
classics	mathematics	33	18
classics	middle eastern studies	7	5
classics	molecular biology	62	163
classics	music	9	12
classics	neuroscience	77	19
classics	philosophy	46	16
classics	physics	54	90
classics	political science	10	10
classics	psychology	10	17
classics	sociology	3	41
classics	spanish literature	171	21
classics	statistics	45	67
communications	anthropology	10	33
communications	archaeology	5	18
communications	art history	0	3
communications	astronomy	9	20
communications	biochemistry	21	32
communications	chemistry	8	75
communications	classics	16	52
communications	communications	2	5
communications	comparative literature	3	3
communications	computer science	38	110
communications	earth sciences	49	446
communications	economics	26	486
communications	education	116	167
communications	engineering	36	122
communications	english literature	1	6
communications	evolutionary biology	7	5
communications	history	6	33
communications	linguistics	30	46
communications	mathematics	117	132
communications	middle eastern studies	1	9
communications	molecular biology	2	19
communications	music	2	4
communications	neuroscience	1	6
communications	philosophy	7	22
communications	physics	5	1
communications	political science	25	93
communications	psychology	1	2
communications	sociology	1	20
communications	spanish literature	0	0
communications	statistics	49	115
comparative literature	anthropology	589	91
comparative literature	archaeology	11	2
comparative literature	art history	9	0
comparative literature	astronomy	26	0
comparative literature	biochemistry	22	40
comparative literature	chemistry	306	138
comparative literature	classics	82	71
comparative literature	communications	4	3
comparative literature	comparative literature	2	1
comparative literature	computer science	10	4
comparative literature	earth sciences	0	0
comparative literature	economics	25	3
comparative literature	education	5	0
comparative literature	engineering	30	4
comparative literature	english literature	18	13
comparative literature	evolutionary biology	62	11
comparative literature	history	30	19
comparative literature	linguistics	38	69
comparative literature	mathematics	33	34
comparative literature	middle eastern studies	47	7
comparative literature	molecular biology	44	28
comparative literature	music	146	47
comparative literature	neuroscience	47	8
comparative literature	philosophy	18	8
comparative literature	physics	76	53
comparative literature	political science	9	11
comparative literature	psychology	4	3
comparative literature	sociology	20	2
comparative literature	spanish literature	2	0
comparative literature	statistics	71	24
computer science	anthropology	27	9
computer science	archaeology	12	7
computer science	art history	88	87
computer science	astronomy	445	53
computer science	biochemistry	25	8
computer science	chemistry	37	77
computer science	classics	6	6
computer science	communications	13	51
computer science	comparative literature	1	3
computer science	computer science	8	11
computer science	earth sciences	114	66
computer science	economics	16	7
computer science	education	392	392
computer science	engineering	23	3
computer science	english literature	18	30
computer science	evolutionary biology	41	21
computer science	history	113	26
computer science	linguistics	0	0
computer science	mathematics	1	0
computer science	middle eastern studies	71	29
computer science	molecular biology	56	0
computer science	music	26	9
computer science	neuroscience	106	144
computer science	philosophy	25	18
computer science	physics	31	95
computer science	political science	9	20
computer science	psychology	54	24
computer science	sociology	4	1
computer science	spanish literature	35	20
computer science	statistics	81	112
earth sciences	anthropology	17	17
earth sciences	archaeology	44	52
earth sciences	art history	57	42
earth sciences	astronomy	1	1
earth sciences	biochemistry	1	2
earth sciences	chemistry	32	48
earth sciences	classics	2	9
earth sciences	communications	163	78
earth sciences	comparative literature	68	58
earth sciences	computer science	5	27
earth sciences	earth sciences	3	0
earth sciences	economics	0	1
earth sciences	education	52	61
earth sciences	engineering	7	14
earth sciences	english literature	17	5
earth sciences	evolutionary biology	196	156
earth sciences	history	5	83
earth sciences	linguistics	5	3
earth sciences	mathematics	311	534
