field	covariate
anthropology	2.5112098055133325
archaeology	4.061590686497265
art history	3.7115976660173833
astronomy	3.4797906567159678
biochemistry	2.392268680469639
chemistry	4.106820944006789
classics	2.8466611006357754
communications	2.0463726675041007
comparative literature	2.849340407911152
computer science	4.040900734089974
earth sciences	3.3307598435701755
economics	4.647864948090749
education	2.4022515084968705
engineering	4.464046455377158
english literature	2.3165333010835645
evolutionary biology	4.659459094718634
history	4.0689741960913635
linguistics	2.9344435889701046
mathematics	2.6379404914592666
middle eastern studies	4.333946118598731
molecular biology	4.798266629490313
music	4.871880452297717
neuroscience	2.8354893547230535
philosophy	4.929224492613242
physics	4.071499245610283
political science	2.0111972552339727
psychology	4.440543609402885
sociology	3.174434189733835
spanish literature	2.6027428725024633
statistics	4.539267556412177
