from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	123	29
anthropology	archaeology	50	97
anthropology	art history	19	121
anthropology	astronomy	2	22
anthropology	biochemistry	134	143
anthropology	chemistry	68	129
anthropology	classics	92	74
anthropology	communications	204	104
anthropology	comparative literature	175	37
anthropology	computer science	124	163
anthropology	earth sciences	44	70
anthropology	economics	37	71
anthropology	education	3	12
anthropology	engineering	16	20
anthropology	english literature	54	35
anthropology	evolutionary biology	13	49
anthropology	history	92	37
anthropology	linguistics	128	127
anthropology	mathematics	13	35
anthropology	middle eastern studies	31	12
anthropology	molecular biology	10	26
anthropology	music	29	24
anthropology	neuroscience	3	5
anthropology	philosophy	3	187
anthropology	physics	78	133
anthropology	political science	242	382
anthropology	psychology	3	22
anthropology	sociology	574	301
anthropology	spanish literature	91	41
anthropology	statistics	59	166
archaeology	anthropology	157	12
archaeology	archaeology	36	4
archaeology	art history	193	30
archaeology	astronomy	37	5
archaeology	biochemistry	30	6
archaeology	chemistry	7	3
archaeology	classics	12	2
archaeology	communications	73	53
archaeology	comparative literature	166	111
archaeology	computer science	291	66
archaeology	earth sciences	65	43
archaeology	economics	377	34
archaeology	education	585	28
archaeology	engineering	73	7
archaeology	english literature	214	87
archaeology	evolutionary biology	248	198
archaeology	history	262	220
archaeology	linguistics	136	46
archaeology	mathematics	1	0
archaeology	middle eastern studies	308	60
archaeology	molecular biology	115	9
archaeology	music	32	12
archaeology	neuroscience	172	26
archaeology	philosophy	247	9
archaeology	physics	102	19
archaeology	political science	270	199
archaeology	psychology	24	8
archaeology	sociology	3	1
archaeology	spanish literature	12	1
archaeology	statistics	584	10
art history	anthropology	16	8
art history	archaeology	41	36
art history	art history	0	2
art history	astronomy	71	47
art history	biochemistry	13	90
art history	chemistry	3	0
art history	classics	10	12
art history	communications	33	9
art history	comparative literature	0	0
art history	computer science	0	2
art history	earth sciences	7	8
art history	economics	1	2
art history	education	11	9
art history	engineering	9	4
art history	english literature	55	13
art history	evolutionary biology	13	8
art history	history	10	13
art history	linguistics	3	2
art history	mathematics	25	18
art history	middle eastern studies	0	3
art history	molecular biology	38	5
art history	music	1	2
art history	neuroscience	5	2
art history	philosophy	15	4
art history	physics	9	17
art history	political science	5	16
art history	psychology	6	5
art history	sociology	159	23
art history	spanish literature	26	22
art history	statistics	126	28
astronomy	anthropology	25	2
astronomy	archaeology	413	67
astronomy	art history	0	2
astronomy	astronomy	83	1
astronomy	biochemistry	199	133
astronomy	chemistry	31	7
astronomy	classics	45	26
astronomy	communications	19	12
astronomy	comparative literature	118	22
astronomy	computer science	31	9
astronomy	earth sciences	57	8
astronomy	economics	22	15
astronomy	education	7	8
astronomy	engineering	56	44
astronomy	english literature	5	2
astronomy	evolutionary biology	179	218
astronomy	history	47	5
astronomy	linguistics	3	14
astronomy	mathematics	51	41
astronomy	middle eastern studies	76	106
astronomy	molecular biology	52	45
astronomy	music	30	0
astronomy	neuroscience	17	42
astronomy	philosophy	51	25
astronomy	physics	127	57
astronomy	political science	36	52
astronomy	psychology	332	240
astronomy	sociology	460	74
astronomy	spanish literature	176	83
astronomy	statistics	331	192
biochemistry	anthropology	1	1
biochemistry	archaeology	124	303
biochemistry	art history	17	47
biochemistry	astronomy	63	106
biochemistry	biochemistry	141	180
biochemistry	chemistry	183	84
biochemistry	classics	62	14
biochemistry	communications	31	35
biochemistry	comparative literature	1	17
biochemistry	computer science	18	196
biochemistry	earth sciences	40	219
biochemistry	economics	108	168
biochemistry	education	17	22
biochemistry	engineering	26	20
biochemistry	english literature	50	72
biochemistry	evolutionary biology	31	13
biochemistry	history	102	259
biochemistry	linguistics	47	111
biochemistry	mathematics	145	201
biochemistry	middle eastern studies	49	270
