field	covariate
anthropology	3.3461404227619456
archaeology	2.286202963871417
art history	2.9399602216091774
astronomy	2.269084914856487
biochemistry	2.0495666165469353
chemistry	2.5902147788937517
classics	2.453811863636173
communications	2.2847676876375527
comparative literature	3.968870817644479
computer science	4.063640448671291
earth sciences	3.7030019025139747
economics	3.88974272500405
education	2.922202348429313
engineering	2.0672259985323156
english literature	2.0215035627615916
evolutionary biology	2.9589756738608797
history	4.610299964067028
linguistics	3.42279439269563
mathematics	3.8357641685268216
middle eastern studies	4.42484320586736
molecular biology	4.416827415744527
music	4.272869943694876
neuroscience	3.358717410608666
philosophy	2.4488483782380714
physics	4.746058932266937
political science	3.3115259361603724
psychology	3.7046261515936605
sociology	2.046084046119267
spanish literature	4.88143962587273
statistics	4.3173641478389495
