field	covariate
anthropology	4.189538851293829
archaeology	3.4471871952195507
art history	2.494939567787259
astronomy	2.5270026759394506
biochemistry	3.6301746396369685
chemistry	4.627659112922595
classics	3.1345991805398095
communications	4.435830959513899
comparative literature	4.313876514383468
computer science	2.127003609145314
earth sciences	2.6193988426892174
economics	4.239352005604868
education	3.0461958261343343
engineering	2.4903353336552567
english literature	2.2358852005618233
evolutionary biology	3.6437523185487017
history	3.442575475002169
linguistics	4.666635089050672
mathematics	4.501443907517315
middle eastern studies	2.6358198722813238
molecular biology	4.243564973826665
music	4.298951792581225
neuroscience	2.548619123819279
philosophy	2.6475785516900068
physics	4.0697440080234335
political science	4.341926652036432
psychology	2.686359828719128
sociology	2.099562049749247
spanish literature	4.237790078109093
statistics	2.8113017473518
