field	covariate
anthropology	4.038753156803335
archaeology	2.710211072325965
art history	4.119970510158526
astronomy	2.758222508259805
biochemistry	3.3531436853169305
chemistry	3.6075790716110374
classics	2.956746615496709
communications	2.2036842135234718
comparative literature	4.375224671228563
computer science	3.780358998746233
earth sciences	3.55405393946111
economics	4.800867514842889
education	2.849203430318715
engineering	4.676559884004512
english literature	2.238265058440153
evolutionary biology	2.3296123035228216
history	3.4910461328459115
linguistics	3.6584725276602907
mathematics	4.675381509011448
middle eastern studies	2.7336681579002944
molecular biology	2.123473361407573
music	3.287660371263136
neuroscience	3.875349687912243
philosophy	4.463760946206617
physics	4.288192350666362
political science	2.6794249383274704
psychology	4.567031008207008
sociology	4.3078780802768755
spanish literature	3.176508480659461
statistics	4.5254732069069465
