field	covariate
anthropology	2.61266545649295
archaeology	4.055463012105207
art history	3.137276336835906
astronomy	2.4847569715293716
biochemistry	3.4470174557190805
chemistry	4.442094561242565
classics	2.7277215026647568
communications	3.4268891640253814
comparative literature	2.869439311152988
computer science	3.965552410898395
earth sciences	4.917903929309432
economics	3.6487498035231836
education	2.097674028947605
engineering	2.8664478005000436
english literature	4.387430957776566
evolutionary biology	2.0776586267954076
history	3.543378877399411
linguistics	3.975092546387218
mathematics	4.377797312078741
middle eastern studies	3.6877398733015068
molecular biology	2.685317143993082
music	2.853828649452334
neuroscience	3.0351138144160528
philosophy	3.9487323800082654
physics	2.597632824467503
political science	3.8051532486972595
psychology	3.9511377716867635
sociology	3.456102839369643
spanish literature	3.244808486780776
statistics	4.873343980252022
