field	covariate
anthropology	2.7342001673549845
archaeology	4.125497813738715
art history	3.5492838284606414
astronomy	4.2673931802924585
biochemistry	4.7303825119772185
chemistry	2.5781701295500543
classics	2.545030804196376
communications	2.2386724619203036
comparative literature	2.649607777017546
computer science	4.153475364460929
earth sciences	4.679900055130927
economics	2.37028881770401
education	2.2445639435437226
engineering	2.204738788110296
english literature	3.8193618527660527
evolutionary biology	4.826307741137901
history	4.445999564419694
linguistics	2.0520471038262196
mathematics	3.88422687535191
middle eastern studies	3.991354820742411
molecular biology	4.098094457963705
music	2.348413356327385
neuroscience	2.994747030239143
philosophy	2.5455568457304674
physics	3.6584656957488146
political science	4.084214821615577
psychology	4.804246868897247
sociology	2.6180462483132922
spanish literature	4.589522647395141
statistics	3.980972848921463
