from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	8	2
anthropology	archaeology	28	2
anthropology	art history	2	13
anthropology	astronomy	9	1
anthropology	biochemistry	11	12
anthropology	chemistry	20	15
anthropology	classics	2	7
anthropology	communications	1	1
anthropology	comparative literature	3	7
anthropology	computer science	4	11
anthropology	earth sciences	0	0
anthropology	economics	30	179
anthropology	education	2	1
anthropology	engineering	4	44
anthropology	english literature	102	51
anthropology	evolutionary biology	54	24
anthropology	history	7	11
anthropology	linguistics	24	9
anthropology	mathematics	10	12
anthropology	middle eastern studies	0	0
anthropology	molecular biology	1	2
anthropology	music	3	4
anthropology	neuroscience	30	22
anthropology	philosophy	6	16
anthropology	physics	15	47
anthropology	political science	47	67
anthropology	psychology	2	3
anthropology	sociology	0	1
anthropology	spanish literature	73	40
anthropology	statistics	11	5
archaeology	anthropology	40	18
archaeology	archaeology	38	7
archaeology	art history	4	1
archaeology	astronomy	33	9
archaeology	biochemistry	5	1
archaeology	chemistry	1	7
archaeology	classics	3	1
archaeology	communications	10	1
archaeology	comparative literature	0	2
archaeology	computer science	36	9
archaeology	earth sciences	10	7
archaeology	economics	108	7
archaeology	education	0	2
archaeology	engineering	5	4
archaeology	english literature	79	23
archaeology	evolutionary biology	212	4
archaeology	history	0	0
archaeology	linguistics	179	25
archaeology	mathematics	5	1
archaeology	middle eastern studies	8	2
archaeology	molecular biology	1	0
archaeology	music	10	1
archaeology	neuroscience	1	0
archaeology	philosophy	83	2
archaeology	physics	3	1
archaeology	political science	191	35
archaeology	psychology	8	0
archaeology	sociology	17	3
archaeology	spanish literature	184	116
archaeology	statistics	199	9
art history	anthropology	33	20
art history	archaeology	6	5
art history	art history	0	0
art history	astronomy	4	0
art history	biochemistry	3	3
art history	chemistry	8	1
art history	classics	10	10
art history	communications	2	4
art history	comparative literature	43	10
art history	computer science	31	14
art history	earth sciences	9	10
art history	economics	1	33
art history	education	73	9
art history	engineering	49	15
art history	english literature	36	4
art history	evolutionary biology	1	8
art history	history	0	2
art history	linguistics	48	9
art history	mathematics	17	3
art history	middle eastern studies	9	3
art history	molecular biology	1	0
art history	music	5	10
art history	neuroscience	12	4
art history	philosophy	95	19
art history	physics	2	0
art history	political science	53	11
art history	psychology	34	17
art history	sociology	10	3
art history	spanish literature	40	5
art history	statistics	11	4
astronomy	anthropology	1	11
astronomy	archaeology	6	2
astronomy	art history	8	4
astronomy	astronomy	98	14
astronomy	biochemistry	3	0
astronomy	chemistry	18	4
astronomy	classics	3	3
astronomy	communications	7	1
astronomy	comparative literature	1	0
astronomy	computer science	27	41
astronomy	earth sciences	14	4
astronomy	economics	100	11
astronomy	education	23	15
astronomy	engineering	1	0
astronomy	english literature	124	124
astronomy	evolutionary biology	121	51
astronomy	history	9	10
astronomy	linguistics	12	23
astronomy	mathematics	7	1
astronomy	middle eastern studies	1	2
astronomy	molecular biology	2	1
astronomy	music	0	0
astronomy	neuroscience	0	0
astronomy	philosophy	45	12
astronomy	physics	13	22
astronomy	political science	128	15
astronomy	psychology	5	6
astronomy	sociology	9	1
astronomy	spanish literature	70	45
astronomy	statistics	119	24
biochemistry	anthropology	1	1
biochemistry	archaeology	37	40
biochemistry	art history	18	2
biochemistry	astronomy	8	0
biochemistry	biochemistry	10	15
biochemistry	chemistry	16	15
biochemistry	classics	8	3
biochemistry	communications	6	8
biochemistry	comparative literature	11	7
biochemistry	computer science	4	4
biochemistry	earth sciences	3	8
biochemistry	economics	32	50
biochemistry	education	29	14
biochemistry	engineering	6	1
biochemistry	english literature	11	1
biochemistry	evolutionary biology	12	1
biochemistry	history	24	25
biochemistry	linguistics	49	56
biochemistry	mathematics	21	7
biochemistry	middle eastern studies	21	12
biochemistry	molecular biology	0	0
biochemistry	music	10	3
biochemistry	neuroscience	208	36
biochemistry	philosophy	38	5
biochemistry	physics	9	1
biochemistry	political science	69	99
biochemistry	psychology	28	52
biochemistry	sociology	1	2
biochemistry	spanish literature	174	116
biochemistry	statistics	53	35
chemistry	anthropology	1	1
chemistry	archaeology	21	2
chemistry	art history	15	1
chemistry	astronomy	22	1
chemistry	biochemistry	6	1
chemistry	chemistry	19	2
chemistry	classics	20	1
chemistry	communications	1	0
chemistry	comparative literature	0	0
chemistry	computer science	2	12
chemistry	earth sciences	3	0
chemistry	economics	239	31
chemistry	education	0	0
chemistry	engineering	1	2
chemistry	english literature	75	4
chemistry	evolutionary biology	228	53
chemistry	history	37	2
chemistry	linguistics	275	125
chemistry	mathematics	2	10
chemistry	middle eastern studies	0	0
chemistry	molecular biology	0	0
chemistry	music	71	27
chemistry	neuroscience	2	11
chemistry	philosophy	69	29
chemistry	physics	30	16
chemistry	political science	201	109
chemistry	psychology	1	0
chemistry	sociology	0	0
chemistry	spanish literature	41	17
chemistry	statistics	63	18
classics	anthropology	11	16
classics	archaeology	13	27
classics	art history	5	3
classics	astronomy	1	0
classics	biochemistry	6	9
classics	chemistry	2	5
classics	classics	100	36
classics	communications	8	3
classics	comparative literature	8	7
classics	computer science	99	21
classics	earth sciences	10	24
classics	economics	57	189
classics	education	3	7
classics	engineering	7	2
classics	english literature	7	11
classics	evolutionary biology	22	51
classics	history	3	7
classics	linguistics	35	24
classics	mathematics	25	101
classics	middle eastern studies	1	9
classics	molecular biology	6	8
classics	music	10	17
classics	neuroscience	1	1
classics	philosophy	8	4
classics	physics	2	1
classics	political science	1	3
classics	psychology	25	17
classics	sociology	3	1
classics	spanish literature	39	97
classics	statistics	52	15
communications	anthropology	0	1
communications	archaeology	12	27
communications	art history	0	3
communications	astronomy	1	7
communications	biochemistry	8	33
communications	chemistry	0	0
communications	classics	5	0
communications	communications	1	4
communications	comparative literature	0	1
communications	computer science	5	19
communications	earth sciences	4	8
communications	economics	2	6
communications	education	14	19
communications	engineering	9	35
communications	english literature	8	17
