field	covariate
anthropology	2.1086899506593086
archaeology	4.472242867409939
art history	3.4283804740419317
astronomy	2.226113167369143
biochemistry	3.4144745700293804
chemistry	3.118697291725632
classics	3.9080214906814446
communications	2.281223686595922
comparative literature	3.6266344769767342
computer science	4.6033085552341175
earth sciences	4.962833499258516
economics	4.050551195527891
education	3.1167549418855565
engineering	3.000736992711243
english literature	4.72214054858562
evolutionary biology	4.361917058173493
history	4.388429638651791
linguistics	3.6975123361096003
mathematics	2.9137076587859676
middle eastern studies	2.8908061107043213
molecular biology	2.988904306086617
music	4.950348887081682
neuroscience	4.1732844085243554
philosophy	3.0013862280102725
physics	2.073218591571435
political science	2.075675531187852
psychology	3.205752249208336
sociology	3.7239543664575225
spanish literature	3.69458004909991
statistics	4.346667130856826
