from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	1	14
anthropology	archaeology	1	23
anthropology	art history	3	22
anthropology	astronomy	4	20
anthropology	biochemistry	0	0
anthropology	chemistry	0	3
anthropology	classics	2	37
anthropology	communications	2	5
anthropology	comparative literature	2	54
anthropology	computer science	2	54
anthropology	earth sciences	3	46
anthropology	economics	578	814
anthropology	education	69	174
anthropology	engineering	19	68
anthropology	english literature	66	92
anthropology	evolutionary biology	3	9
anthropology	history	1	5
anthropology	linguistics	11	44
anthropology	mathematics	36	69
anthropology	middle eastern studies	1	110
anthropology	molecular biology	0	2
anthropology	music	0	0
anthropology	neuroscience	0	138
anthropology	philosophy	15	18
anthropology	physics	5	9
anthropology	political science	56	144
anthropology	psychology	11	22
anthropology	sociology	2	334
anthropology	spanish literature	10	287
anthropology	statistics	7	107
archaeology	anthropology	67	1
archaeology	archaeology	6	2
archaeology	art history	6	0
archaeology	astronomy	116	64
archaeology	biochemistry	77	6
archaeology	chemistry	28	2
archaeology	classics	68	20
archaeology	communications	11	0
archaeology	comparative literature	25	3
archaeology	computer science	48	0
archaeology	earth sciences	4	2
archaeology	economics	128	6
archaeology	education	15	1
archaeology	engineering	0	0
archaeology	english literature	264	43
archaeology	evolutionary biology	82	3
archaeology	history	7	1
archaeology	linguistics	17	1
archaeology	mathematics	4	0
archaeology	middle eastern studies	12	4
archaeology	molecular biology	7	1
archaeology	music	5	2
archaeology	neuroscience	135	22
archaeology	philosophy	420	60
archaeology	physics	6	0
archaeology	political science	3	0
archaeology	psychology	94	5
archaeology	sociology	32	6
archaeology	spanish literature	30	9
archaeology	statistics	154	74
art history	anthropology	33	22
art history	archaeology	15	8
art history	art history	87	40
art history	astronomy	10	28
art history	biochemistry	7	19
art history	chemistry	102	211
art history	classics	11	30
art history	communications	56	43
art history	comparative literature	56	56
art history	computer science	29	4
art history	earth sciences	2	2
art history	economics	100	6
art history	education	179	19
art history	engineering	30	3
art history	english literature	60	14
art history	evolutionary biology	16	27
art history	history	11	2
art history	linguistics	29	5
art history	mathematics	29	2
art history	middle eastern studies	0	24
art history	molecular biology	204	24
art history	music	2	4
art history	neuroscience	23	78
art history	philosophy	104	88
art history	physics	36	12
art history	political science	72	16
art history	psychology	153	83
art history	sociology	54	419
art history	spanish literature	12	5
art history	statistics	41	90
astronomy	anthropology	236	2
astronomy	archaeology	3	5
astronomy	art history	155	3
astronomy	astronomy	155	52
astronomy	biochemistry	12	2
astronomy	chemistry	188	24
astronomy	classics	1	0
astronomy	communications	170	2
astronomy	comparative literature	12	4
astronomy	computer science	210	19
astronomy	earth sciences	244	7
astronomy	economics	289	5
astronomy	education	168	9
astronomy	engineering	76	16
astronomy	english literature	84	17
astronomy	evolutionary biology	1	0
astronomy	history	79	5
astronomy	linguistics	49	10
astronomy	mathematics	15	1
astronomy	middle eastern studies	39	17
astronomy	molecular biology	49	1
astronomy	music	51	30
astronomy	neuroscience	2	0
astronomy	philosophy	6	2
astronomy	physics	0	0
astronomy	political science	0	1
astronomy	psychology	21	0
astronomy	sociology	13	5
astronomy	spanish literature	11	11
astronomy	statistics	251	65
biochemistry	anthropology	1	0
biochemistry	archaeology	55	109
biochemistry	art history	8	44
biochemistry	astronomy	4	1
biochemistry	biochemistry	2	1
biochemistry	chemistry	43	17
biochemistry	classics	5	3
biochemistry	communications	4	1
biochemistry	comparative literature	22	17
biochemistry	computer science	22	3
biochemistry	earth sciences	56	2
biochemistry	economics	255	15
biochemistry	education	1	0
biochemistry	engineering	131	45
biochemistry	english literature	17	5
