from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	15	71
anthropology	archaeology	60	102
anthropology	art history	55	108
anthropology	astronomy	237	257
anthropology	biochemistry	29	52
anthropology	chemistry	77	49
anthropology	classics	18	52
anthropology	communications	46	115
anthropology	comparative literature	232	436
anthropology	computer science	7	8
anthropology	earth sciences	10	23
anthropology	economics	22	27
anthropology	education	358	334
anthropology	engineering	6	27
anthropology	english literature	177	623
anthropology	evolutionary biology	18	140
anthropology	history	151	89
anthropology	linguistics	7	10
anthropology	mathematics	71	69
anthropology	middle eastern studies	57	129
anthropology	molecular biology	61	23
anthropology	music	1	5
anthropology	neuroscience	19	11
anthropology	philosophy	62	143
anthropology	physics	11	184
anthropology	political science	27	58
anthropology	psychology	7	33
anthropology	sociology	221	166
anthropology	spanish literature	13	23
anthropology	statistics	44	121
archaeology	anthropology	101	13
archaeology	archaeology	13	8
archaeology	art history	225	31
archaeology	astronomy	134	10
archaeology	biochemistry	120	15
archaeology	chemistry	175	33
archaeology	classics	53	4
archaeology	communications	58	12
archaeology	comparative literature	25	20
archaeology	computer science	645	101
archaeology	earth sciences	17	1
archaeology	economics	38	4
archaeology	education	21	15
archaeology	engineering	33	2
archaeology	english literature	46	17
archaeology	evolutionary biology	13	5
archaeology	history	7	7
archaeology	linguistics	407	47
archaeology	mathematics	423	61
archaeology	middle eastern studies	289	111
archaeology	molecular biology	106	18
archaeology	music	6	6
archaeology	neuroscience	205	14
archaeology	philosophy	136	116
archaeology	physics	4	1
archaeology	political science	38	10
archaeology	psychology	60	53
archaeology	sociology	27	6
archaeology	spanish literature	294	52
archaeology	statistics	5	4
art history	anthropology	108	10
art history	archaeology	70	132
art history	art history	25	37
art history	astronomy	87	23
art history	biochemistry	26	17
art history	chemistry	42	14
art history	classics	74	50
art history	communications	64	28
art history	comparative literature	1	0
art history	computer science	150	35
art history	earth sciences	7	144
art history	economics	20	21
art history	education	8	7
art history	engineering	47	73
art history	english literature	13	32
art history	evolutionary biology	2	10
art history	history	43	2
art history	linguistics	63	44
art history	mathematics	43	25
art history	middle eastern studies	51	53
art history	molecular biology	56	48
art history	music	185	30
art history	neuroscience	6	13
art history	philosophy	62	42
art history	physics	1	4
