field	covariate
anthropology	4.135881142468648
archaeology	2.330354480434698
art history	2.742985412391702
astronomy	2.3812264793530393
biochemistry	2.4292360328236393
chemistry	2.1691577512265448
classics	4.484321461378976
communications	4.749313482721385
comparative literature	3.473848727093967
computer science	4.404227695912085
earth sciences	3.0078223405803604
economics	2.2123533910613102
education	4.598758810054709
engineering	3.2197119205085274
english literature	2.792763020129417
evolutionary biology	2.5601988296501133
history	4.371761694885597
linguistics	3.2336929445991807
mathematics	3.7355617392946643
middle eastern studies	2.5210253658921777
molecular biology	3.783286101896101
music	4.2527642695299
neuroscience	4.686229871975991
philosophy	4.209188881935364
physics	4.778011712185117
political science	2.7380145901364217
psychology	3.44977848169525
sociology	2.676549419953054
spanish literature	2.9823334962329633
statistics	2.5195362232680245
