field	covariate
anthropology	2.8512349043054614
archaeology	4.008047901859013
art history	2.7119232468206733
astronomy	2.3365603498870557
biochemistry	4.552499801184863
chemistry	3.578643530693083
classics	2.879743068604748
communications	3.9789972458686336
comparative literature	3.198176152427921
computer science	4.816929065803613
earth sciences	2.132585171458877
economics	2.9355132094323855
education	4.904318861576071
engineering	4.429743633716584
english literature	2.403412152267859
evolutionary biology	3.8398920001977337
history	4.63832913526044
linguistics	4.660849485067084
mathematics	2.014503243555091
middle eastern studies	4.182032607176775
molecular biology	4.772406183333633
music	2.557501492436088
neuroscience	4.6464662423418535
philosophy	3.7762937624736446
physics	3.3084913481691394
political science	2.2906456888862126
psychology	3.9444556145460616
sociology	4.93446410873903
spanish literature	4.107281890906222
statistics	2.63131568135109
