from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	183	217
anthropology	archaeology	12	3
anthropology	art history	179	55
anthropology	astronomy	119	34
anthropology	biochemistry	19	15
anthropology	chemistry	199	166
anthropology	classics	16	41
anthropology	communications	34	46
anthropology	comparative literature	17	15
anthropology	computer science	85	24
anthropology	earth sciences	158	14
anthropology	economics	139	19
anthropology	education	71	78
anthropology	engineering	56	20
anthropology	english literature	3	10
anthropology	evolutionary biology	20	216
anthropology	history	98	103
anthropology	linguistics	154	73
anthropology	mathematics	118	34
anthropology	middle eastern studies	21	43
anthropology	molecular biology	33	9
anthropology	music	38	20
anthropology	neuroscience	23	114
anthropology	philosophy	121	332
anthropology	physics	171	49
anthropology	political science	19	6
anthropology	psychology	54	32
anthropology	sociology	43	85
anthropology	spanish literature	21	21
anthropology	statistics	28	15
archaeology	anthropology	4	2
archaeology	archaeology	15	4
archaeology	art history	26	5
archaeology	astronomy	24	0
archaeology	biochemistry	10	19
archaeology	chemistry	1	0
archaeology	classics	194	31
archaeology	communications	2	0
archaeology	comparative literature	53	7
archaeology	computer science	2	2
archaeology	earth sciences	0	0
archaeology	economics	79	2
archaeology	education	8	0
archaeology	engineering	11	1
archaeology	english literature	20	2
archaeology	evolutionary biology	5	1
archaeology	history	38	6
archaeology	linguistics	3	1
archaeology	mathematics	3	1
archaeology	middle eastern studies	1	0
archaeology	molecular biology	2	1
archaeology	music	6	2
archaeology	neuroscience	0	0
archaeology	philosophy	18	26
archaeology	physics	153	12
archaeology	political science	34	0
archaeology	psychology	0	5
archaeology	sociology	25	30
archaeology	spanish literature	27	10
archaeology	statistics	12	6
art history	anthropology	119	104
art history	archaeology	2	0
art history	art history	3	0
art history	astronomy	5	2
art history	biochemistry	10	18
art history	chemistry	9	0
art history	classics	112	35
art history	communications	2	0
art history	comparative literature	44	32
art history	computer science	22	0
art history	earth sciences	2	1
art history	economics	9	9
art history	education	28	11
art history	engineering	0	0
art history	english literature	157	80
art history	evolutionary biology	5	35
art history	history	0	0
art history	linguistics	32	18
art history	mathematics	0	0
art history	middle eastern studies	42	7
art history	molecular biology	15	11
art history	music	6	1
art history	neuroscience	22	13
art history	philosophy	2	0
art history	physics	118	105
art history	political science	6	8
art history	psychology	0	0
art history	sociology	19	169
art history	spanish literature	64	58
art history	statistics	7	5
astronomy	anthropology	381	364
astronomy	archaeology	59	17
astronomy	art history	5	1
astronomy	astronomy	3	0
astronomy	biochemistry	87	37
astronomy	chemistry	0	0
astronomy	classics	138	332
astronomy	communications	11	4
astronomy	comparative literature	119	44
astronomy	computer science	26	1
astronomy	earth sciences	1	0
astronomy	economics	31	5
astronomy	education	2	1
astronomy	engineering	29	21
astronomy	english literature	0	1
astronomy	evolutionary biology	3	2
astronomy	history	4	0
astronomy	linguistics	307	24
astronomy	mathematics	108	19
astronomy	middle eastern studies	8	9
astronomy	molecular biology	5	5
astronomy	music	31	1
astronomy	neuroscience	12	4
astronomy	philosophy	12	1
astronomy	physics	268	99
astronomy	political science	1	4
astronomy	psychology	8	9
astronomy	sociology	27	37
astronomy	spanish literature	222	100
astronomy	statistics	2	1
biochemistry	anthropology	280	117
biochemistry	archaeology	6	0
biochemistry	art history	92	47
biochemistry	astronomy	5	9
biochemistry	biochemistry	24	5
biochemistry	chemistry	85	82
biochemistry	classics	3	2
biochemistry	communications	237	97
biochemistry	comparative literature	44	2
biochemistry	computer science	2	1
biochemistry	earth sciences	10	3
biochemistry	economics	186	50
biochemistry	education	4	0
biochemistry	engineering	358	56
biochemistry	english literature	249	73
biochemistry	evolutionary biology	52	83
biochemistry	history	132	111
biochemistry	linguistics	23	27
biochemistry	mathematics	1	17
biochemistry	middle eastern studies	133	6
biochemistry	molecular biology	112	34
biochemistry	music	205	53
biochemistry	neuroscience	17	8
biochemistry	philosophy	44	26
biochemistry	physics	71	41
biochemistry	political science	8	10
biochemistry	psychology	323	47
biochemistry	sociology	318	184
biochemistry	spanish literature	200	31
biochemistry	statistics	68	28
chemistry	anthropology	4	3
chemistry	archaeology	66	2
chemistry	art history	57	50
chemistry	astronomy	10	21
chemistry	biochemistry	68	116
chemistry	chemistry	0	0
chemistry	classics	61	29
chemistry	communications	7	0
chemistry	comparative literature	5	6
chemistry	computer science	39	30
chemistry	earth sciences	1	0
chemistry	economics	12	8
chemistry	education	2	0
chemistry	engineering	6	1
chemistry	english literature	20	2
chemistry	evolutionary biology	2	2
chemistry	history	3	1
chemistry	linguistics	131	43
chemistry	mathematics	1	6
chemistry	middle eastern studies	8	4
chemistry	molecular biology	60	19
chemistry	music	5	17
chemistry	neuroscience	28	8
chemistry	philosophy	6	0
chemistry	physics	13	8
chemistry	political science	15	1
chemistry	psychology	14	23
chemistry	sociology	19	0
chemistry	spanish literature	205	213
chemistry	statistics	4	1
classics	anthropology	15	36
classics	archaeology	16	137
classics	art history	71	206
classics	astronomy	34	32
classics	biochemistry	8	19
classics	chemistry	200	41
classics	classics	3	5
classics	communications	1	5
classics	comparative literature	53	248
classics	computer science	13	53
classics	earth sciences	54	100
classics	economics	1	25
classics	education	89	109
classics	engineering	108	46
classics	english literature	328	707
classics	evolutionary biology	134	120
classics	history	51	153
classics	linguistics	160	49
classics	mathematics	31	79
classics	middle eastern studies	69	5
classics	molecular biology	140	26
classics	music	240	444
classics	neuroscience	17	8
classics	philosophy	80	51
classics	physics	239	200
classics	political science	38	70
classics	psychology	4	3
classics	sociology	1	1
classics	spanish literature	37	221
classics	statistics	143	112
communications	anthropology	1	15
communications	archaeology	4	43
communications	art history	5	13
communications	astronomy	4	6
communications	biochemistry	29	152
communications	chemistry	1	0
communications	classics	0	9
communications	communications	2	7
communications	comparative literature	3	158
communications	computer science	4	24
communications	earth sciences	4	42
communications	economics	0	9
communications	education	6	10
communications	engineering	2	0
communications	english literature	10	3
communications	evolutionary biology	3	24
communications	history	3	30
communications	linguistics	11	152
communications	mathematics	3	11
communications	middle eastern studies	8	10
communications	molecular biology	3	10
communications	music	4	20
communications	neuroscience	0	2
communications	philosophy	8	46
communications	physics	5	94
communications	political science	24	11
communications	psychology	6	18
communications	sociology	0	43
communications	spanish literature	6	71
communications	statistics	5	3
comparative literature	anthropology	4	55
comparative literature	archaeology	93	70
comparative literature	art history	15	76
