field	covariate
anthropology	2.1268614624912834
archaeology	2.837783059196083
art history	4.241874036652557
astronomy	2.316246438868484
biochemistry	4.290265568615861
chemistry	3.3026788575106574
classics	2.0946532194841643
communications	4.664586769007781
comparative literature	2.2597450819032248
computer science	2.672876175989022
earth sciences	4.425873365564591
economics	4.331914727058337
education	2.5079709906688503
engineering	3.6237868673801352
english literature	4.999181107534878
evolutionary biology	3.2443689807736065
history	2.907775319196666
linguistics	4.679560371510538
mathematics	4.997510026711737
middle eastern studies	4.4968099698554465
molecular biology	2.1290998187928585
music	4.022372976934572
neuroscience	3.561575878167439
philosophy	2.3467072379299836
physics	3.8330092161444296
political science	2.0074015180705964
psychology	2.9837429107237607
sociology	2.179885817927723
spanish literature	4.307421114369381
statistics	2.063600726416291
