from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	28	114
anthropology	archaeology	0	0
anthropology	art history	1	7
anthropology	astronomy	19	270
anthropology	biochemistry	1	11
anthropology	chemistry	16	26
anthropology	classics	2	34
anthropology	communications	89	157
anthropology	comparative literature	5	20
anthropology	computer science	35	99
anthropology	earth sciences	17	11
anthropology	economics	8	55
anthropology	education	13	130
anthropology	engineering	36	72
anthropology	english literature	25	30
anthropology	evolutionary biology	92	203
anthropology	history	2	14
anthropology	linguistics	0	29
anthropology	mathematics	21	14
anthropology	middle eastern studies	73	207
anthropology	molecular biology	14	27
anthropology	music	45	62
anthropology	neuroscience	13	55
anthropology	philosophy	1	6
anthropology	physics	35	49
anthropology	political science	66	87
anthropology	psychology	1	7
anthropology	sociology	2	3
anthropology	spanish literature	16	43
anthropology	statistics	6	7
archaeology	anthropology	94	37
archaeology	archaeology	21	0
archaeology	art history	61	33
archaeology	astronomy	63	25
archaeology	biochemistry	109	76
archaeology	chemistry	121	14
archaeology	classics	87	26
archaeology	communications	177	13
archaeology	comparative literature	0	0
archaeology	computer science	12	6
archaeology	earth sciences	12	0
archaeology	economics	18	6
archaeology	education	249	89
archaeology	engineering	41	6
archaeology	english literature	488	45
archaeology	evolutionary biology	242	61
archaeology	history	24	2
archaeology	linguistics	95	2
archaeology	mathematics	4	0
archaeology	middle eastern studies	18	27
archaeology	molecular biology	38	32
archaeology	music	220	11
archaeology	neuroscience	3	2
archaeology	philosophy	11	0
archaeology	physics	32	22
archaeology	political science	65	12
archaeology	psychology	7	9
archaeology	sociology	15	9
archaeology	spanish literature	24	3
archaeology	statistics	148	39
art history	anthropology	6	22
art history	archaeology	58	38
art history	art history	181	72
art history	astronomy	28	18
art history	biochemistry	9	19
art history	chemistry	22	16
art history	classics	116	80
art history	communications	34	23
art history	comparative literature	77	120
art history	computer science	117	47
art history	earth sciences	2	13
art history	economics	74	112
art history	education	60	177
art history	engineering	28	9
art history	english literature	167	68
art history	evolutionary biology	12	4
art history	history	1	5
art history	linguistics	73	45
art history	mathematics	36	46
art history	middle eastern studies	29	3
art history	molecular biology	61	133
art history	music	80	118
art history	neuroscience	201	191
art history	philosophy	31	37
art history	physics	109	70
art history	political science	3	8
art history	psychology	13	46
art history	sociology	26	79
art history	spanish literature	25	89
art history	statistics	213	43
astronomy	anthropology	44	13
astronomy	archaeology	103	6
astronomy	art history	28	4
astronomy	astronomy	8	4
astronomy	biochemistry	77	17
astronomy	chemistry	42	4
astronomy	classics	150	15
astronomy	communications	41	15
astronomy	comparative literature	19	3
astronomy	computer science	36	12
astronomy	earth sciences	150	47
astronomy	economics	52	8
astronomy	education	78	242
astronomy	engineering	93	0
astronomy	english literature	112	7
astronomy	evolutionary biology	35	25
astronomy	history	67	151
astronomy	linguistics	54	19
astronomy	mathematics	99	20
astronomy	middle eastern studies	51	16
astronomy	molecular biology	38	6
astronomy	music	3	0
astronomy	neuroscience	40	23
astronomy	philosophy	3	0
astronomy	physics	42	31
astronomy	political science	29	66
astronomy	psychology	3	1
astronomy	sociology	23	28
astronomy	spanish literature	32	2
astronomy	statistics	234	126
biochemistry	anthropology	1	1
