field	covariate
anthropology	3.7870836608330145
archaeology	3.796468567596282
art history	3.4208977943523404
astronomy	4.289322459128851
biochemistry	2.907028882640316
chemistry	3.7633449600311986
classics	4.9511414746700835
communications	3.2597939609223148
comparative literature	2.2035659970157706
computer science	2.503135972550242
earth sciences	2.6517851776297148
economics	4.947874378922728
education	2.4390702834683387
engineering	2.116475086502213
english literature	3.484786086894916
evolutionary biology	4.569220593646291
history	4.349086236700982
linguistics	2.207066576738888
mathematics	2.632913058562766
middle eastern studies	2.0975120321356697
molecular biology	2.5974235609898764
music	4.581208388916162
neuroscience	4.881700834980249
philosophy	4.725232765270848
physics	2.61646506637168
political science	2.852736045281216
psychology	4.581619451535753
sociology	2.399257256038909
spanish literature	2.5882721725269784
statistics	3.6563926691177953
