field	covariate
anthropology	2.273468138215816
archaeology	4.653204163951168
art history	4.770380020378827
astronomy	4.851949389157724
biochemistry	2.4688060218180383
chemistry	4.37975694237921
classics	4.419925852688873
communications	2.722448669634404
comparative literature	2.662175251765362
computer science	2.654403833334845
earth sciences	2.8376595371967985
economics	4.358804005162064
education	4.261491380048234
engineering	4.821947775293649
english literature	4.19683556575664
evolutionary biology	2.764089287414899
history	2.8960326176869495
linguistics	3.627909822698794
mathematics	2.5799346885224135
middle eastern studies	4.075652922742966
molecular biology	3.176368621850525
music	2.340390850816655
neuroscience	3.482058890673632
philosophy	4.312640026392799
physics	3.7155747208430947
political science	4.663905958079877
psychology	2.3803108829530117
sociology	4.82875936644445
spanish literature	4.4281011223036035
statistics	4.079289318806417
