from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	3	1
anthropology	archaeology	10	31
anthropology	art history	0	0
anthropology	astronomy	11	28
anthropology	biochemistry	339	50
anthropology	chemistry	38	5
anthropology	classics	54	46
anthropology	communications	82	47
anthropology	comparative literature	1	1
anthropology	computer science	1	38
anthropology	earth sciences	4	43
anthropology	economics	28	2
anthropology	education	189	122
anthropology	engineering	6	7
anthropology	english literature	0	1
anthropology	evolutionary biology	8	1
anthropology	history	3	4
anthropology	linguistics	6	8
anthropology	mathematics	0	0
anthropology	middle eastern studies	1	4
anthropology	molecular biology	33	4
anthropology	music	2	12
anthropology	neuroscience	15	25
anthropology	philosophy	7	1
anthropology	physics	0	4
anthropology	political science	7	6
anthropology	psychology	3	1
anthropology	sociology	20	6
anthropology	spanish literature	60	8
anthropology	statistics	22	1
archaeology	anthropology	2	0
archaeology	archaeology	20	27
archaeology	art history	3	5
archaeology	astronomy	64	3
archaeology	biochemistry	181	108
archaeology	chemistry	306	12
archaeology	classics	122	9
archaeology	communications	133	8
archaeology	comparative literature	2	0
archaeology	computer science	3	8
archaeology	earth sciences	8	20
archaeology	economics	50	5
archaeology	education	38	1
archaeology	engineering	0	0
archaeology	english literature	0	0
archaeology	evolutionary biology	15	1
archaeology	history	29	6
archaeology	linguistics	22	7
archaeology	mathematics	1	0
archaeology	middle eastern studies	13	7
archaeology	molecular biology	0	0
archaeology	music	2	6
archaeology	neuroscience	4	1
archaeology	philosophy	73	8
archaeology	physics	70	26
archaeology	political science	518	40
archaeology	psychology	25	1
archaeology	sociology	10	0
archaeology	spanish literature	137	96
archaeology	statistics	132	5
art history	anthropology	5	1
art history	archaeology	1	1
art history	art history	3	6
art history	astronomy	1	0
art history	biochemistry	116	4
art history	chemistry	13	0
art history	classics	47	6
art history	communications	708	94
art history	comparative literature	31	60
art history	computer science	0	0
art history	earth sciences	1	2
art history	economics	33	0
art history	education	69	2
art history	engineering	2	3
art history	english literature	23	4
art history	evolutionary biology	15	3
art history	history	34	12
art history	linguistics	52	4
art history	mathematics	76	5
art history	middle eastern studies	16	12
art history	molecular biology	93	10
art history	music	4	16
art history	neuroscience	3	2
art history	philosophy	49	12
art history	physics	17	4
art history	political science	28	4
art history	psychology	91	10
art history	sociology	6	5
art history	spanish literature	32	21
art history	statistics	148	56
astronomy	anthropology	37	41
astronomy	archaeology	32	13
astronomy	art history	23	15
astronomy	astronomy	11	3
