field	covariate
anthropology	2.45771341793478
archaeology	4.775004047666463
art history	3.5589399706493037
astronomy	3.328565973936601
biochemistry	4.222394432402597
chemistry	2.7705759968141876
classics	2.824713536886004
communications	3.005243476387996
comparative literature	3.3846397050806183
computer science	2.3866747242068804
earth sciences	3.783832646408397
economics	2.127371346763886
education	4.487542831364824
engineering	2.3604579331810753
english literature	2.729145409294492
evolutionary biology	3.1639863319731214
history	2.636957403487707
linguistics	3.2441406836173687
mathematics	2.394728455034544
middle eastern studies	2.86104216338415
molecular biology	2.434171757435056
music	2.596098858059872
neuroscience	2.485175067212638
philosophy	4.56478765626478
physics	4.782681631734079
political science	3.4641445085106675
psychology	2.103211884018697
sociology	3.262043080168661
spanish literature	2.6101319890134125
statistics	4.358678506875255
