field	covariate
anthropology	4.559279804181205
archaeology	3.928578184832189
art history	2.6022798915888057
astronomy	2.2649779451458034
biochemistry	3.1954285473706685
chemistry	3.0772664482890786
classics	2.9968458571211647
communications	2.8584469040479528
comparative literature	4.315228206450582
computer science	2.2045043331722063
earth sciences	4.0124964446855085
economics	2.2595869061521885
education	3.4917388269229566
engineering	3.2446596754952495
english literature	4.389675260434709
evolutionary biology	2.3080991046367068
history	2.2535491501030904
linguistics	3.4215324814370374
mathematics	3.608469726806843
middle eastern studies	4.446958284519049
molecular biology	3.4574990624165887
music	3.1743157212404958
neuroscience	2.134254358809574
philosophy	4.061969416747999
physics	2.869183388754874
political science	2.546749460934682
psychology	4.87068996104056
sociology	2.700862990288668
spanish literature	2.212739754433875
statistics	4.396948422513581
