field	covariate
anthropology	4.327318901559398
archaeology	2.978014475452094
art history	2.276489388190429
astronomy	4.745030351697041
biochemistry	2.346336132821138
chemistry	4.224248682102671
classics	3.686291140486663
communications	4.003102491425894
comparative literature	3.20663837138637
computer science	3.176706069728789
earth sciences	3.0295057771433003
economics	4.386846436268333
education	3.360718411334337
engineering	3.482636583063229
english literature	2.5890715337540984
evolutionary biology	4.498281951250001
history	3.424028581169657
linguistics	2.597899248188056
mathematics	3.4186198667043115
middle eastern studies	4.5028707130139445
molecular biology	3.955927362724975
music	4.295186181533545
neuroscience	3.9328101880656514
philosophy	2.711937753331956
physics	3.204819010273984
political science	4.497692986423919
psychology	4.169798922324887
sociology	3.0908427898434985
spanish literature	4.186426616980658
statistics	2.88561141695874
