from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	178	73
anthropology	archaeology	6	94
anthropology	art history	11	20
anthropology	astronomy	1	5
anthropology	biochemistry	42	82
anthropology	chemistry	8	95
anthropology	classics	14	36
anthropology	communications	20	194
anthropology	comparative literature	24	7
anthropology	computer science	29	132
anthropology	earth sciences	64	250
anthropology	economics	2	10
anthropology	education	6	27
anthropology	engineering	3	109
anthropology	english literature	27	1
anthropology	evolutionary biology	81	103
anthropology	history	11	106
anthropology	linguistics	1	1
anthropology	mathematics	2	38
anthropology	middle eastern studies	4	24
anthropology	molecular biology	1	26
anthropology	music	26	88
anthropology	neuroscience	13	45
anthropology	philosophy	6	66
anthropology	physics	0	1
anthropology	political science	7	14
anthropology	psychology	8	72
anthropology	sociology	5	17
anthropology	spanish literature	2	65
anthropology	statistics	76	8
archaeology	anthropology	203	25
archaeology	archaeology	18	4
archaeology	art history	7	0
archaeology	astronomy	3	1
archaeology	biochemistry	1	1
archaeology	chemistry	0	0
archaeology	classics	14	3
archaeology	communications	5	2
archaeology	comparative literature	3	1
archaeology	computer science	259	4
archaeology	earth sciences	7	5
archaeology	economics	33	12
archaeology	education	6	0
archaeology	engineering	6	0
archaeology	english literature	96	0
archaeology	evolutionary biology	4	0
archaeology	history	48	16
archaeology	linguistics	283	24
archaeology	mathematics	17	5
archaeology	middle eastern studies	0	0
archaeology	molecular biology	23	9
archaeology	music	0	0
archaeology	neuroscience	0	0
archaeology	philosophy	81	14
archaeology	physics	22	6
archaeology	political science	30	3
archaeology	psychology	35	1
archaeology	sociology	5	0
archaeology	spanish literature	40	21
archaeology	statistics	73	0
art history	anthropology	230	151
art history	archaeology	0	1
art history	art history	32	10
art history	astronomy	0	0
art history	biochemistry	2	2
art history	chemistry	4	9
art history	classics	2	5
art history	communications	42	63
art history	comparative literature	3	2
art history	computer science	92	24
art history	earth sciences	44	82
art history	economics	10	7
art history	education	56	36
art history	engineering	101	39
art history	english literature	289	87
art history	evolutionary biology	5	16
art history	history	14	77
art history	linguistics	49	8
art history	mathematics	2	11
art history	middle eastern studies	0	2
art history	molecular biology	3	4
art history	music	0	1
art history	neuroscience	7	1
art history	philosophy	20	4
art history	physics	4	11
art history	political science	28	10
art history	psychology	12	40
art history	sociology	27	13
art history	spanish literature	32	7
art history	statistics	1	0
astronomy	anthropology	264	18
astronomy	archaeology	4	3
astronomy	art history	7	0
astronomy	astronomy	54	41
astronomy	biochemistry	12	3
astronomy	chemistry	17	3
astronomy	classics	4	2
astronomy	communications	3	0
astronomy	comparative literature	10	3
astronomy	computer science	49	8
astronomy	earth sciences	10	3
astronomy	economics	12	1
astronomy	education	0	1
astronomy	engineering	66	5
astronomy	english literature	114	3
astronomy	evolutionary biology	44	0
astronomy	history	1	1
astronomy	linguistics	110	4
astronomy	mathematics	38	25
astronomy	middle eastern studies	0	7
astronomy	molecular biology	20	9
astronomy	music	1	0
astronomy	neuroscience	99	7
astronomy	philosophy	90	28
astronomy	physics	31	6
astronomy	political science	47	1
astronomy	psychology	69	1
astronomy	sociology	88	0
astronomy	spanish literature	4	3
astronomy	statistics	101	2
biochemistry	anthropology	101	17
biochemistry	archaeology	55	33
biochemistry	art history	9	32
biochemistry	astronomy	2	1
biochemistry	biochemistry	0	1
biochemistry	chemistry	10	49
biochemistry	classics	27	20
biochemistry	communications	31	44
