field	covariate
anthropology	2.6031305132324407
archaeology	3.845828477996209
art history	4.796172987453924
astronomy	4.570784550112989
biochemistry	4.798854791769527
chemistry	4.190538200880267
classics	3.7645010260719047
communications	4.2958845116853865
comparative literature	4.047660307722345
computer science	3.2029854834823155
earth sciences	4.759630112645048
economics	4.435284422705596
education	2.6142030075473577
engineering	4.32804441572512
english literature	2.6886720765665193
evolutionary biology	3.2587600213570083
history	3.054786570425435
linguistics	4.956863839167022
mathematics	3.5547304510066478
middle eastern studies	3.6998265841736764
molecular biology	2.791768501038639
music	3.302072538623995
neuroscience	3.755711996529193
philosophy	2.296975492001373
physics	4.93059102510615
political science	4.096281410599213
psychology	3.8682163527474027
sociology	4.236946669431923
spanish literature	3.294909569727092
statistics	2.148561674502914
