from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	37	46
anthropology	archaeology	0	4
anthropology	art history	1	10
anthropology	astronomy	0	8
anthropology	biochemistry	63	168
anthropology	chemistry	0	2
anthropology	classics	3	72
anthropology	communications	10	35
anthropology	comparative literature	32	123
anthropology	computer science	11	96
anthropology	earth sciences	29	174
anthropology	economics	161	141
anthropology	education	9	42
anthropology	engineering	0	4
anthropology	english literature	5	17
anthropology	evolutionary biology	19	510
anthropology	history	487	64
anthropology	linguistics	10	47
anthropology	mathematics	4	48
anthropology	middle eastern studies	31	62
anthropology	molecular biology	15	16
anthropology	music	1	6
anthropology	neuroscience	41	300
anthropology	philosophy	3	12
anthropology	physics	12	42
anthropology	political science	14	49
anthropology	psychology	5	18
anthropology	sociology	17	38
anthropology	spanish literature	10	204
anthropology	statistics	1	14
archaeology	anthropology	209	3
archaeology	archaeology	71	15
archaeology	art history	65	10
archaeology	astronomy	145	6
archaeology	biochemistry	13	0
archaeology	chemistry	9	1
archaeology	classics	72	8
archaeology	communications	8	1
archaeology	comparative literature	282	8
archaeology	computer science	154	27
archaeology	earth sciences	46	7
archaeology	economics	10	0
archaeology	education	153	5
archaeology	engineering	215	5
archaeology	english literature	28	5
archaeology	evolutionary biology	16	10
archaeology	history	19	1
archaeology	linguistics	37	10
archaeology	mathematics	306	176
archaeology	middle eastern studies	6	0
archaeology	molecular biology	48	7
archaeology	music	45	13
archaeology	neuroscience	28	0
archaeology	philosophy	12	0
archaeology	physics	82	10
archaeology	political science	379	74
archaeology	psychology	3	0
archaeology	sociology	241	1
archaeology	spanish literature	170	54
archaeology	statistics	97	18
art history	anthropology	4	1
art history	archaeology	69	79
art history	art history	45	30
art history	astronomy	0	7
art history	biochemistry	5	6
art history	chemistry	16	21
art history	classics	14	9
art history	communications	9	9
art history	comparative literature	44	4
art history	computer science	24	48
art history	earth sciences	17	9
art history	economics	62	24
art history	education	40	3
art history	engineering	33	22
art history	english literature	14	6
