field	covariate
anthropology	4.713318538426974
archaeology	3.575289809962884
art history	4.329748119341132
astronomy	4.48205317764938
biochemistry	2.281675922522961
chemistry	4.9991924823533544
classics	3.9301187237422583
communications	2.3004707464385574
comparative literature	3.0768058492036037
computer science	4.117507737256989
earth sciences	4.010182824152135
economics	4.062745093153323
education	2.1133836927166927
engineering	2.6514570731384612
english literature	3.230297656884786
evolutionary biology	4.014061932423934
history	2.9095737185113904
linguistics	2.499011787482086
mathematics	4.44518160867127
middle eastern studies	4.35019581521501
molecular biology	3.0680037673549774
music	2.3430106305326315
neuroscience	2.407460473104675
philosophy	2.7446215659192554
physics	3.465334718341213
political science	4.533257353443549
psychology	4.253451844419093
sociology	2.8679717112545506
spanish literature	4.905933041987642
statistics	3.679777511051227
