field	covariate
anthropology	4.6486347770231475
archaeology	3.143735164571556
art history	2.9485353823760883
astronomy	2.9466537308204215
biochemistry	4.419871091671875
chemistry	4.848940307933612
classics	2.2394142918898234
communications	2.6352294050824683
comparative literature	4.176409496978257
computer science	3.3719444067388373
earth sciences	3.6488107815280877
economics	2.240625706672729
education	2.696419864880565
engineering	4.9346093460118725
english literature	3.304807595731945
evolutionary biology	3.832192786626439
history	4.35780620892095
linguistics	3.402373610957657
mathematics	2.4212434208236733
middle eastern studies	2.2855768701267056
molecular biology	4.107673022538376
music	2.9643827424014084
neuroscience	4.037164196257369
philosophy	4.011407535101932
physics	3.6958480889886087
political science	3.5996825560876973
psychology	4.114507701495793
sociology	4.693361361607741
spanish literature	4.885281017763022
statistics	3.2860587434603703
