from_matched_field	to_matched_field	n_male	n_female
anthropology	anthropology	34	67
anthropology	archaeology	18	26
anthropology	art history	27	45
anthropology	astronomy	6	8
anthropology	biochemistry	24	42
anthropology	chemistry	28	58
anthropology	classics	70	121
anthropology	communications	86	173
anthropology	comparative literature	9	16
anthropology	computer science	29	42
anthropology	earth sciences	37	43
anthropology	economics	20	12
anthropology	education	119	186
anthropology	engineering	16	22
anthropology	english literature	15	39
anthropology	evolutionary biology	43	99
anthropology	history	31	50
anthropology	linguistics	9	16
anthropology	mathematics	31	81
anthropology	middle eastern studies	13	19
anthropology	molecular biology	3	8
anthropology	music	24	37
anthropology	neuroscience	13	16
anthropology	philosophy	36	74
anthropology	physics	17	45
anthropology	political science	16	31
anthropology	psychology	118	192
anthropology	sociology	91	123
anthropology	spanish literature	70	96
anthropology	statistics	22	24
archaeology	anthropology	33	7
archaeology	archaeology	177	24
archaeology	art history	28	6
archaeology	astronomy	44	18
archaeology	biochemistry	5	1
archaeology	chemistry	27	4
archaeology	classics	3	1
archaeology	communications	3	1
archaeology	comparative literature	79	15
archaeology	computer science	7	2
archaeology	earth sciences	63	5
archaeology	economics	153	29
archaeology	education	36	4
archaeology	engineering	30	6
archaeology	english literature	103	26
archaeology	evolutionary biology	9	4
archaeology	history	75	17
archaeology	linguistics	6	0
archaeology	mathematics	13	4
archaeology	middle eastern studies	101	20
archaeology	molecular biology	9	2
archaeology	music	100	31
archaeology	neuroscience	94	14
archaeology	philosophy	5	4
archaeology	physics	34	5
archaeology	political science	34	12
archaeology	psychology	11	2
archaeology	sociology	67	19
archaeology	spanish literature	50	14
archaeology	statistics	77	18
art history	anthropology	28	27
art history	archaeology	19	13
art history	art history	8	7
art history	astronomy	33	22
art history	biochemistry	23	17
art history	chemistry	2	5
art history	classics	20	12
art history	communications	12	19
art history	comparative literature	87	65
art history	computer science	31	33
art history	earth sciences	68	53
art history	economics	58	44
art history	education	83	64
art history	engineering	1	2
art history	english literature	138	114
art history	evolutionary biology	7	7
art history	history	42	29
art history	linguistics	161	144
art history	mathematics	29	29
art history	middle eastern studies	41	32
art history	molecular biology	143	110
art history	music	17	13
art history	neuroscience	37	29
art history	philosophy	37	32
art history	physics	27	42
art history	political science	48	51
art history	psychology	92	86
art history	sociology	1	0
art history	spanish literature	28	19
art history	statistics	144	153
astronomy	anthropology	29	9
astronomy	archaeology	22	8
astronomy	art history	42	11
astronomy	astronomy	12	6
astronomy	biochemistry	99	25
astronomy	chemistry	23	7
astronomy	classics	110	29
astronomy	communications	11	5
astronomy	comparative literature	111	24
astronomy	computer science	131	50
astronomy	earth sciences	58	20
astronomy	economics	42	11
astronomy	education	191	47
astronomy	engineering	14	6
astronomy	english literature	48	17
astronomy	evolutionary biology	108	28
astronomy	history	203	61
astronomy	linguistics	73	14
astronomy	mathematics	75	18
astronomy	middle eastern studies	96	35
astronomy	molecular biology	41	16
astronomy	music	13	4
astronomy	neuroscience	38	14
astronomy	philosophy	72	25
astronomy	physics	20	3
astronomy	political science	214	60
astronomy	psychology	35	13
astronomy	sociology	58	12
astronomy	spanish literature	66	28
astronomy	statistics	31	16
biochemistry	anthropology	61	51
biochemistry	archaeology	11	17
biochemistry	art history	2	4
biochemistry	astronomy	26	24
biochemistry	biochemistry	155	123
biochemistry	chemistry	31	23
biochemistry	classics	177	134
biochemistry	communications	30	23
biochemistry	comparative literature	9	15
biochemistry	computer science	7	8
biochemistry	earth sciences	26	18
biochemistry	economics	31	41
biochemistry	education	32	26
biochemistry	engineering	21	16
biochemistry	english literature	31	23
biochemistry	evolutionary biology	20	18
biochemistry	history	124	103
biochemistry	linguistics	21	18
biochemistry	mathematics	8	6
biochemistry	middle eastern studies	68	54
biochemistry	molecular biology	13	10
biochemistry	music	10	8
biochemistry	neuroscience	83	83
biochemistry	philosophy	4	3
biochemistry	physics	140	110
biochemistry	political science	14	11
biochemistry	psychology	7	10
biochemistry	sociology	14	9
biochemistry	spanish literature	2	1
biochemistry	statistics	57	36
chemistry	anthropology	79	41
chemistry	archaeology	57	37
chemistry	art history	146	95
chemistry	astronomy	68	20
chemistry	biochemistry	5	3
chemistry	chemistry	71	48
chemistry	classics	27	11
chemistry	communications	119	58
chemistry	comparative literature	20	12
chemistry	computer science	21	8
chemistry	earth sciences	105	55
chemistry	economics	8	1
chemistry	education	4	2
chemistry	engineering	74	43
chemistry	english literature	136	78
chemistry	evolutionary biology	122	74
chemistry	history	92	44
chemistry	linguistics	140	61
chemistry	mathematics	176	77
chemistry	middle eastern studies	61	30
chemistry	molecular biology	40	28
chemistry	music	122	52
chemistry	neuroscience	27	13
chemistry	philosophy	30	15
chemistry	physics	3	1
chemistry	political science	111	57
chemistry	psychology	9	7
chemistry	sociology	69	38
chemistry	spanish literature	17	10
chemistry	statistics	107	61
classics	anthropology	17	20
classics	archaeology	0	4
classics	art history	3	5
classics	astronomy	30	32
classics	biochemistry	64	95
classics	chemistry	80	118
classics	classics	45	56
classics	communications	24	28
classics	comparative literature	18	25
classics	computer science	3	5
classics	earth sciences	11	17
classics	economics	2	2
classics	education	19	43
classics	engineering	6	10
classics	english literature	4	5
classics	evolutionary biology	25	35
classics	history	59	89
classics	linguistics	30	46
classics	mathematics	53	64
classics	middle eastern studies	91	131
classics	molecular biology	51	63
classics	music	8	10
